station_id,tref,lthdd,ltcdd
"INYOKERN_723826",74,12.2026,5.021218
"INYOKERN_723826",75,12.81588,4.635181
"LANCASTER_723816",55,3.8987,10.67762
"LANCASTER_723816",56,4.328542,10.10541
"LANCASTER_723816",57,4.774812,9.555099
"LANCASTER_723816",58,5.237509,9.01848
"LANCASTER_723816",59,5.71937,8.501027
"LANCASTER_723816",60,6.228611,8.010951
"LANCASTER_723816",61,6.757016,7.540041
"LANCASTER_723816",62,7.301848,7.085558
"LANCASTER_723816",63,7.863108,6.647502
"LANCASTER_723816",64,8.440794,6.225873
"LANCASTER_723816",65,9.029432,5.815195
"LANCASTER_723816",66,9.629022,5.415469
"LANCASTER_723816",67,10.23956,5.026694
"LANCASTER_723816",68,10.85284,4.640657
"LANCASTER_723816",69,11.46886,4.257358
"LANCASTER_723816",70,12.09856,3.887748
"LANCASTER_723816",71,12.73922,3.52909
"LANCASTER_723816",72,13.38809,3.178645
"LANCASTER_723816",73,14.05339,2.844627
"LANCASTER_723816",74,14.7269,2.518823
"LANCASTER_723816",75,15.40862,2.201232
"LEMOORE_747020",55,2.609172,10.0616
"LEMOORE_747020",56,3.003422,9.456536
"LEMOORE_747020",57,3.427789,8.881588
"LEMOORE_747020",58,3.874059,8.328542
"LEMOORE_747020",59,4.339493,7.794661
"LEMOORE_747020",60,4.821355,7.274469
"LEMOORE_747020",61,5.316906,6.770705
"LEMOORE_747020",62,5.83436,6.291581
"LEMOORE_747020",63,6.376454,5.831622
"LEMOORE_747020",64,6.934976,5.390828
"LEMOORE_747020",65,7.507187,4.966461
"LEMOORE_747020",66,8.090349,4.550308
"LEMOORE_747020",67,8.681725,4.13963
"LEMOORE_747020",68,9.28679,3.748118
"LEMOORE_747020",69,9.908282,3.370294
"LEMOORE_747020",70,10.54073,3.000684
"LEMOORE_747020",71,11.18412,2.647502
"LEMOORE_747020",72,11.85489,2.316222
"LEMOORE_747020",73,12.54209,2.006845
"LEMOORE_747020",74,13.23751,1.702943
"LEMOORE_747020",75,13.94661,1.412731
"LIVERMORE_724927",55,2.631075,5.971252
"LIVERMORE_724927",56,3.085558,5.429158
"LIVERMORE_724927",57,3.570158,4.911705
"LIVERMORE_724927",58,4.073922,4.416153
"LIVERMORE_724927",59,4.594114,3.939767
"LIVERMORE_724927",60,5.152635,3.496235
"LIVERMORE_724927",61,5.727584,3.074606
"LIVERMORE_724927",62,6.338125,2.685832
"LIVERMORE_724927",63,6.98152,2.327173
"LIVERMORE_724927",64,7.649555,1.995893
"LIVERMORE_724927",65,8.342232,1.691992
"LIVERMORE_724927",66,9.073237,1.423682
"LIVERMORE_724927",67,9.845311,1.193703
"LIVERMORE_724927",68,10.65024,.9993156
"LIVERMORE_724927",69,11.48255,.8323066
"LIVERMORE_724927",70,12.34497,.6981519
"LIVERMORE_724927",71,13.22382,.5749487
"LIVERMORE_724927",72,14.10541,.4599589
"LIVERMORE_724927",73,15.00616,.3586585
"LIVERMORE_724927",74,15.9206,.2765229
"LIVERMORE_724927",75,16.85147,.2053388
"LOMPOC_722895",55,1.752224,2.28063
"LOMPOC_722895",56,2.220397,1.746749
"LOMPOC_722895",57,2.748802,1.275838
"LOMPOC_722895",58,3.33744,.8678987
"LOMPOC_722895",59,4.024641,.5557837
"LOMPOC_722895",60,4.791239,.3230664
"LOMPOC_722895",61,5.639973,.1697467
"LOMPOC_722895",62,6.543463,.073922
"LOMPOC_722895",63,7.496235,.0273785
"LOMPOC_722895",64,8.473648,.0082136
"LOMPOC_722895",65,9.467488,.0027379
"LOMPOC_722895",66,10.4668,0
"LOMPOC_722895",67,11.46612,0
"LOMPOC_722895",68,12.46544,0
"LOMPOC_722895",69,13.46475,0
"LOMPOC_722895",70,14.46407,0
"LOMPOC_722895",71,15.46338,0
"LOMPOC_722895",72,16.4627,0
"LOMPOC_722895",73,17.46201,0
"LOMPOC_722895",74,18.46133,0
"LOMPOC_722895",75,19.46064,0
"LONG-BEACH_722970",55,.2655715,7.425051
"LONG-BEACH_722970",56,.4161533,6.576318
"LONG-BEACH_722970",57,.6214921,5.782341
"LONG-BEACH_722970",58,.8843258,5.045859
"LONG-BEACH_722970",59,1.207392,4.36961
"LONG-BEACH_722970",60,1.593429,3.756331
"LONG-BEACH_722970",61,2.047912,3.211499
"LONG-BEACH_722970",62,2.548939,2.71321
"LONG-BEACH_722970",63,3.08282,2.247776
"LONG-BEACH_722970",64,3.671458,1.837098
"LONG-BEACH_722970",65,4.298426,1.46475
"LONG-BEACH_722970",66,4.963724,1.127995
"LONG-BEACH_722970",67,5.670089,.8377823
"LONG-BEACH_722970",68,6.428473,.5968515
"LONG-BEACH_722970",69,7.247091,.4161533
"LONG-BEACH_722970",70,8.117727,.2874743
"LONG-BEACH_722970",71,9.021218,.1916496
"LONG-BEACH_722970",72,9.954825,.1259411
"LONG-BEACH_722970",73,10.90486,.0766598
"LONG-BEACH_722970",74,11.8768,.0492813
"LONG-BEACH_722970",75,12.85968,.0328542
"LOS-ALAMITOS_722975",55,.312115,8.988364
"LOS-ALAMITOS_722975",56,.440794,8.120465
"LOS-ALAMITOS_722975",57,.6269678,7.304586
"LOS-ALAMITOS_722975",58,.8596851,6.540726
"LOS-ALAMITOS_722975",59,1.138946,5.820671
"LOS-ALAMITOS_722975",60,1.459274,5.138946
"LOS-ALAMITOS_722975",61,1.828884,4.50924
"LOS-ALAMITOS_722975",62,2.231348,3.915127
"LOS-ALAMITOS_722975",63,2.67488,3.359343
"LOS-ALAMITOS_722975",64,3.154004,2.839151
"LOS-ALAMITOS_722975",65,3.676934,2.362765
"LOS-ALAMITOS_722975",66,4.251882,1.938398
"LOS-ALAMITOS_722975",67,4.865161,1.552361
"LOS-ALAMITOS_722975",68,5.522245,1.21013
"LOS-ALAMITOS_722975",69,6.225873,.9144422
"LOS-ALAMITOS_722975",70,6.96783,.6570842
"LOS-ALAMITOS_722975",71,7.775496,.4654346
"LOS-ALAMITOS_722975",72,8.635181,.3258042
"LOS-ALAMITOS_722975",73,9.538672,.2299795
"LOS-ALAMITOS_722975",74,10.46954,.1587953
"LOS-ALAMITOS_722975",75,11.42779,.1177276
"LOS-ANGELES-DOWNTOWN_722874",55,.2464066,8.084873
"LOS-ANGELES-DOWNTOWN_722874",56,.3750856,7.214237
"LOS-ANGELES-DOWNTOWN_722874",57,.5557837,6.395619
"LOS-ANGELES-DOWNTOWN_722874",58,.7939767,5.634497
"LOS-ANGELES-DOWNTOWN_722874",59,1.089665,4.930869
"LOS-ANGELES-DOWNTOWN_722874",60,1.440109,4.281999
"LOS-ANGELES-DOWNTOWN_722874",61,1.842574,3.685147
"LOS-ANGELES-DOWNTOWN_722874",62,2.286105,3.129364
"LOS-ANGELES-DOWNTOWN_722874",63,2.784394,2.628337
"LOS-ANGELES-DOWNTOWN_722874",64,3.323751,2.168378
"LOS-ANGELES-DOWNTOWN_722874",65,3.906913,1.752224
"LOS-ANGELES-DOWNTOWN_722874",66,4.542094,1.38809
"LOS-ANGELES-DOWNTOWN_722874",67,5.223819,1.0705
"LOS-ANGELES-DOWNTOWN_722874",68,5.941136,.788501
"LOS-ANGELES-DOWNTOWN_722874",69,6.726899,.5749487
"LOS-ANGELES-DOWNTOWN_722874",70,7.556468,.4052019
"LOS-ANGELES-DOWNTOWN_722874",71,8.424367,.2737851
"LOS-ANGELES-DOWNTOWN_722874",72,9.344285,.1943874
"LOS-ANGELES-DOWNTOWN_722874",73,10.28063,.1314168
"LOS-ANGELES-DOWNTOWN_722874",74,11.23888,.0903491
"LOS-ANGELES-DOWNTOWN_722874",75,12.20808,.0602327
"LOS-ANGELES-INTL_722950",55,.1779603,6.548939
"LOS-ANGELES-INTL_722950",56,.3066393,5.68104
"LOS-ANGELES-INTL_722950",57,.5065024,4.881588
"LOS-ANGELES-INTL_722950",58,.7857632,4.161533
"LOS-ANGELES-INTL_722950",59,1.144422,3.518138
"LOS-ANGELES-INTL_722950",60,1.555099,2.932238
"LOS-ANGELES-INTL_722950",61,2.006845,2.384668
"LOS-ANGELES-INTL_722950",62,2.516085,1.894593
"LOS-ANGELES-INTL_722950",63,3.077344,1.456537
"LOS-ANGELES-INTL_722950",64,3.693361,1.0705
"LOS-ANGELES-INTL_722950",65,4.388775,.769336
"LOS-ANGELES-INTL_722950",66,5.149897,.5311431
"LOS-ANGELES-INTL_722950",67,5.965777,.3477071
"LOS-ANGELES-INTL_722950",68,6.841889,.2245038
"LOS-ANGELES-INTL_722950",69,7.761807,.1423682
"LOS-ANGELES-INTL_722950",70,8.720055,.1040383
"LOS-ANGELES-INTL_722950",71,9.691992,.0766598
"LOS-ANGELES-INTL_722950",72,10.67214,.054757
"LOS-ANGELES-INTL_722950",73,11.65777,.0410678
"LOS-ANGELES-INTL_722950",74,12.64339,.0301164
"LOS-ANGELES-INTL_722950",75,13.63176,.019165
"MARYSVILLE-BEALE-AFB_724837",55,2.373717,10.04244
"MARYSVILLE-BEALE-AFB_724837",56,2.754278,9.423682
"MARYSVILLE-BEALE-AFB_724837",57,3.15948,8.829569
"MARYSVILLE-BEALE-AFB_724837",58,3.589322,8.257358
"MARYSVILLE-BEALE-AFB_724837",59,4.041068,7.712526
"MARYSVILLE-BEALE-AFB_724837",60,4.511978,7.184121
"MARYSVILLE-BEALE-AFB_724837",61,5.007529,6.677618
"MARYSVILLE-BEALE-AFB_724837",62,5.514031,6.187543
"MARYSVILLE-BEALE-AFB_724837",63,6.042437,5.716632
"MARYSVILLE-BEALE-AFB_724837",64,6.590007,5.262149
"MARYSVILLE-BEALE-AFB_724837",65,7.156742,4.832307
"MARYSVILLE-BEALE-AFB_724837",66,7.737166,4.413415
"MARYSVILLE-BEALE-AFB_724837",67,8.328542,4.005476
"MARYSVILLE-BEALE-AFB_724837",68,8.933607,3.611225
"MARYSVILLE-BEALE-AFB_724837",69,9.557837,3.23614
"MARYSVILLE-BEALE-AFB_724837",70,10.19576,2.874743
"MARYSVILLE-BEALE-AFB_724837",71,10.8501,2.529774
"MARYSVILLE-BEALE-AFB_724837",72,11.52635,2.206708
"MARYSVILLE-BEALE-AFB_724837",73,12.22998,1.91102
"MARYSVILLE-BEALE-AFB_724837",74,12.9473,1.629021
"MARYSVILLE-BEALE-AFB_724837",75,13.68378,1.366188
"MERCED_724815",55,2.915811,9.563313
"MERCED_724815",56,3.329226,8.974675
"MERCED_724815",57,3.753593,8.399726
"MERCED_724815",58,4.197125,7.84668
"MERCED_724815",59,4.670774,7.321013
"MERCED_724815",60,5.160849,6.811773
"MERCED_724815",61,5.664613,6.313484
"MERCED_724815",62,6.182067,5.83436
"MERCED_724815",63,6.726899,5.377139
"MERCED_724815",64,7.282683,4.936345
"MERCED_724815",65,7.854894,4.506503
"MERCED_724815",66,8.443532,4.098563
"MERCED_724815",67,9.051334,3.704312
"MERCED_724815",68,9.670089,3.323751
"MERCED_724815",69,10.30527,2.962355
"MERCED_724815",70,10.95688,2.61191
"MERCED_724815",71,11.61944,2.277892
"MERCED_724815",72,12.3039,1.960301
"MERCED_724815",73,13.00479,1.664613
"MERCED_724815",74,13.72758,1.38809
"MERCED_724815",75,14.46407,1.125257
"MODESTO_724926",55,2.464066,9.809719
"MODESTO_724926",56,2.85284,9.196441
"MODESTO_724926",57,3.263518,8.61054
"MODESTO_724926",58,3.693361,8.03833
"MODESTO_724926",59,4.145106,7.49076
"MODESTO_724926",60,4.621492,6.96783
"MODESTO_724926",61,5.117043,6.466804
"MODESTO_724926",62,5.626283,5.976728
"MODESTO_724926",63,6.146475,5.497604
"MODESTO_724926",64,6.68857,5.037645
"MODESTO_724926",65,7.241615,4.594114
"MODESTO_724926",66,7.824778,4.175222
"MODESTO_724926",67,8.43258,3.78371
"MODESTO_724926",68,9.048596,3.403148
"MODESTO_724926",69,9.681041,3.033539
"MODESTO_724926",70,10.32444,2.680356
"MODESTO_724926",71,10.99247,2.346338
"MODESTO_724926",72,11.67693,2.031485
"MODESTO_724926",73,12.37509,1.73306
"MODESTO_724926",74,13.09514,1.453799
"MODESTO_724926",75,13.84257,1.201916
"MOJAVE_722953",55,2.86653,12.37235
"MOJAVE_722953",56,3.255305,11.76181
"MOJAVE_722953",57,3.663244,11.17043
"MOJAVE_722953",58,4.082136,10.59001
"MOJAVE_722953",59,4.52293,10.03149
"MOJAVE_722953",60,4.977413,9.486653
"MOJAVE_722953",61,5.459274,8.969199
"MOJAVE_722953",62,5.963039,8.473648
"MOJAVE_722953",63,6.472279,7.983573
"MOJAVE_722953",64,6.989733,7.501711
"MOJAVE_722953",65,7.518138,7.030801
"MOJAVE_722953",66,8.052019,6.565366
"MOJAVE_722953",67,8.602327,6.116359
"MOJAVE_722953",68,9.174538,5.689254
"MOJAVE_722953",69,9.763176,5.278576
"MOJAVE_722953",70,10.3655,4.881588
"MOJAVE_722953",71,10.98152,4.498289
"MOJAVE_722953",72,11.60849,4.125941
"MOJAVE_722953",73,12.24914,3.767283
"MOJAVE_722953",74,12.89802,3.416838
"MOJAVE_722953",75,13.56057,3.080082
"MONTAGUE-SISKIYOU-CO_725955",55,8.265572,5.511293
"MONTAGUE-SISKIYOU-CO_725955",56,8.881588,5.127995
"MONTAGUE-SISKIYOU-CO_725955",57,9.50308,4.750171
"MONTAGUE-SISKIYOU-CO_725955",58,10.13279,4.380561
"MONTAGUE-SISKIYOU-CO_725955",59,10.77618,4.024641
"MONTAGUE-SISKIYOU-CO_725955",60,11.42231,3.671458
"MONTAGUE-SISKIYOU-CO_725955",61,12.08214,3.331964
"MONTAGUE-SISKIYOU-CO_725955",62,12.75017,3.000684
"MONTAGUE-SISKIYOU-CO_725955",63,13.43463,2.685832
"MONTAGUE-SISKIYOU-CO_725955",64,14.141,2.392882
"MONTAGUE-SISKIYOU-CO_725955",65,14.85284,2.102669
"MONTAGUE-SISKIYOU-CO_725955",66,15.57016,1.823409
"MONTAGUE-SISKIYOU-CO_725955",67,16.3039,1.557837
"MONTAGUE-SISKIYOU-CO_725955",68,17.05955,1.314168
"MONTAGUE-SISKIYOU-CO_725955",69,17.83984,1.09514
"MONTAGUE-SISKIYOU-CO_725955",70,18.64203,.8980151
"MONTAGUE-SISKIYOU-CO_725955",71,19.47159,.7282683
"MONTAGUE-SISKIYOU-CO_725955",72,20.31759,.5749487
"MONTAGUE-SISKIYOU-CO_725955",73,21.18549,.4435318
"MONTAGUE-SISKIYOU-CO_725955",74,22.06708,.3258042
"MONTAGUE-SISKIYOU-CO_725955",75,22.97878,.238193
"MONTEREY_724915",55,1.823409,1.700205
"MONTEREY_724915",56,2.368241,1.24846
"MONTEREY_724915",57,2.995209,.8761122
"MONTEREY_724915",58,3.715264,.5941136
"MONTEREY_724915",59,4.514716,.3969884
"MONTEREY_724915",60,5.368926,.2491444
"MONTEREY_724915",61,6.261465,.1451061
"MONTEREY_724915",62,7.203285,.0848734
"MONTEREY_724915",63,8.167009,.0520192
"MONTEREY_724915",64,9.14716,.0328542
"MONTEREY_724915",65,10.13279,.019165
"MONTEREY_724915",66,11.12389,.0109514
"MONTEREY_724915",67,12.11773,.0027379
"MONTEREY_724915",68,13.11157,0
"MONTEREY_724915",69,14.11088,0
"MONTEREY_724915",70,15.1102,0
"MONTEREY_724915",71,16.10951,0
"MONTEREY_724915",72,17.10883,0
"MONTEREY_724915",73,18.10814,0
"MONTEREY_724915",74,19.10746,0
"MONTEREY_724915",75,20.10678,0
"MOUNT-SHASTA_725957",55,9.048596,4.22998
"MOUNT-SHASTA_725957",56,9.689254,3.871321
"MOUNT-SHASTA_725957",57,10.33539,3.518138
"MOUNT-SHASTA_725957",58,10.98426,3.170431
"MOUNT-SHASTA_725957",59,11.64408,2.8282
"MOUNT-SHASTA_725957",60,12.31485,2.502396
"MOUNT-SHASTA_725957",61,12.99932,2.184805
"MOUNT-SHASTA_725957",62,13.70294,1.891855
"MOUNT-SHASTA_725957",63,14.42847,1.61807
"MOUNT-SHASTA_725957",64,15.15948,1.34976
"MOUNT-SHASTA_725957",65,15.90691,1.09514
"MOUNT-SHASTA_725957",66,16.68172,.8706365
"MOUNT-SHASTA_725957",67,17.48392,.6735113
"MOUNT-SHASTA_725957",68,18.32444,.5174538
"MOUNT-SHASTA_725957",69,19.20055,.3915127
"MOUNT-SHASTA_725957",70,20.09583,.2902122
"MOUNT-SHASTA_725957",71,21.01574,.2080767
"MOUNT-SHASTA_725957",72,21.94661,.1423682
"MOUNT-SHASTA_725957",73,22.89938,.0958248
"MOUNT-SHASTA_725957",74,23.86584,.0602327
"MOUNT-SHASTA_725957",75,24.84326,.0383299
"NAPA-CO_724955",55,2.724162,4.071184
"NAPA-CO_724955",56,3.195072,3.542779
"NAPA-CO_724955",57,3.70705,3.055441
"NAPA-CO_724955",58,4.257358,2.606434
"NAPA-CO_724955",59,4.845996,2.195756
"NAPA-CO_724955",60,5.462012,1.812457
"NAPA-CO_724955",61,6.119096,1.470226
"NAPA-CO_724955",62,6.814511,1.166324
"NAPA-CO_724955",63,7.559206,.9117043
"NAPA-CO_724955",64,8.355921,.7091033
"NAPA-CO_724955",65,9.190965,.5448323
"NAPA-CO_724955",66,10.05065,.4052019
"NAPA-CO_724955",67,10.95414,.3093771
"NAPA-CO_724955",68,11.87953,.2354552
"NAPA-CO_724955",69,12.81588,.1724846
"NAPA-CO_724955",70,13.76591,.1232033
"NAPA-CO_724955",71,14.72416,.0821355
"NAPA-CO_724955",72,15.6961,.054757
"NAPA-CO_724955",73,16.67351,.0328542
"NAPA-CO_724955",74,17.65366,.0164271
"NAPA-CO_724955",75,18.64476,.0054757
"NEEDLES_723805",55,.5448323,20.8679
"NEEDLES_723805",56,.7063655,20.03012
"NEEDLES_723805",57,.8898015,19.21424
"NEEDLES_723805",58,1.092402,18.41752
"NEEDLES_723805",59,1.308693,17.6345
"NEEDLES_723805",60,1.549623,16.87611
"NEEDLES_723805",61,1.815195,16.14237
"NEEDLES_723805",62,2.113621,15.44148
"NEEDLES_723805",63,2.436687,14.76523
"NEEDLES_723805",64,2.784394,14.11362
"NEEDLES_723805",65,3.154004,13.48392
"NEEDLES_723805",66,3.537303,12.8679
"NEEDLES_723805",67,3.942505,12.27378
"NEEDLES_723805",68,4.355921,11.69062
"NEEDLES_723805",69,4.783025,11.11567
"NEEDLES_723805",70,5.218344,10.55168
"NEEDLES_723805",71,5.672827,10.00684
"NEEDLES_723805",72,6.143737,9.481177
"NEEDLES_723805",73,6.631074,8.966461
"NEEDLES_723805",74,7.137577,8.473648
"NEEDLES_723805",75,7.655031,7.991786
"OAKLAND_724930",55,1.607118,3.362081
"OAKLAND_724930",56,2.042437,2.795346
"OAKLAND_724930",57,2.53525,2.288843
"OAKLAND_724930",58,3.08282,1.837098
"OAKLAND_724930",59,3.679672,1.434634
"OAKLAND_724930",60,4.342231,1.097878
"OAKLAND_724930",61,5.054072,.8104038
"OAKLAND_724930",62,5.812457,.5722108
"OAKLAND_724930",63,6.642026,.4024641
"OAKLAND_724930",64,7.531827,.29295
"OAKLAND_724930",65,8.454483,.2135524
"OAKLAND_724930",66,9.399042,.1587953
"OAKLAND_724930",67,10.35181,.1122519
"OAKLAND_724930",68,11.3128,.0766598
"OAKLAND_724930",69,12.28747,.0492813
"OAKLAND_724930",70,13.26762,.0301164
"OAKLAND_724930",71,14.25325,.0164271
"OAKLAND_724930",72,15.24162,.0082136
"OAKLAND_724930",73,16.23545,.0027379
"OAKLAND_724930",74,17.23477,0
"OAKLAND_724930",75,18.23409,0
"OXNARD_723927",55,.5037646,4.276523
"OXNARD_723927",56,.7748117,3.550992
"OXNARD_723927",57,1.117043,2.893908
"OXNARD_723927",58,1.516769,2.291581
"OXNARD_723927",59,1.990417,1.765914
"OXNARD_723927",60,2.543463,1.319644
"OXNARD_723927",61,3.170431,.9472964
"OXNARD_723927",62,3.874059,.6516085
"OXNARD_723927",63,4.651608,.4325804
"OXNARD_723927",64,5.481177,.2600958
"OXNARD_723927",65,6.362765,.1451061
"OXNARD_723927",66,7.290896,.0711841
"OXNARD_723927",67,8.251883,.0328542
"OXNARD_723927",68,9.242984,.0246407
"OXNARD_723927",69,10.23682,.019165
"OXNARD_723927",70,11.23066,.0136893
"OXNARD_723927",71,12.2245,.0082136
"OXNARD_723927",72,13.21834,.0027379
"OXNARD_723927",73,14.21492,0
"OXNARD_723927",74,15.21424,0
"OXNARD_723927",75,16.21355,0
"PALM-SPRINGS-INTL_722868",55,.2847365,20.48186
"PALM-SPRINGS-INTL_722868",56,.3969884,19.59754
"PALM-SPRINGS-INTL_722868",57,.5338809,18.73237
"PALM-SPRINGS-INTL_722868",58,.6872005,17.88912
"PALM-SPRINGS-INTL_722868",59,.8569473,17.05681
"PALM-SPRINGS-INTL_722868",60,1.051335,16.25462
"PALM-SPRINGS-INTL_722868",61,1.262149,15.46612
"PALM-SPRINGS-INTL_722868",62,1.489391,14.69405
"PALM-SPRINGS-INTL_722868",63,1.754962,13.95756
"PALM-SPRINGS-INTL_722868",64,2.047912,13.25394
"PALM-SPRINGS-INTL_722868",65,2.370979,12.57769
"PALM-SPRINGS-INTL_722868",66,2.732375,11.93703
"PALM-SPRINGS-INTL_722868",67,3.112936,11.32101
"PALM-SPRINGS-INTL_722868",68,3.5154,10.72416
"PALM-SPRINGS-INTL_722868",69,3.931554,10.141
"PALM-SPRINGS-INTL_722868",70,4.366872,9.577003
"PALM-SPRINGS-INTL_722868",71,4.821355,9.029432
"PALM-SPRINGS-INTL_722868",72,5.292265,8.501027
"PALM-SPRINGS-INTL_722868",73,5.782341,7.994524
"PALM-SPRINGS-INTL_722868",74,6.283368,7.496235
"PALM-SPRINGS-INTL_722868",75,6.795346,7.008898
"PALM-SPRINGS-THERMAL_747187",55,.6187543,18.91581
"PALM-SPRINGS-THERMAL_747187",56,.7775496,18.07255
"PALM-SPRINGS-THERMAL_747187",57,.9609856,17.25941
"PALM-SPRINGS-THERMAL_747187",58,1.1718,16.47091
"PALM-SPRINGS-THERMAL_747187",59,1.407255,15.70705
"PALM-SPRINGS-THERMAL_747187",60,1.653662,14.95414
"PALM-SPRINGS-THERMAL_747187",61,1.930185,14.23135
"PALM-SPRINGS-THERMAL_747187",62,2.217659,13.51951
"PALM-SPRINGS-THERMAL_747187",63,2.532512,12.83504
"PALM-SPRINGS-THERMAL_747187",64,2.872005,12.17248
"PALM-SPRINGS-THERMAL_747187",65,3.227926,11.52909
"PALM-SPRINGS-THERMAL_747187",66,3.605749,10.9076
"PALM-SPRINGS-THERMAL_747187",67,4.002738,10.30801
"PALM-SPRINGS-THERMAL_747187",68,4.418891,9.724846
"PALM-SPRINGS-THERMAL_747187",69,4.851471,9.158111
"PALM-SPRINGS-THERMAL_747187",70,5.295003,8.599589
"PALM-SPRINGS-THERMAL_747187",71,5.746749,8.054757
"PALM-SPRINGS-THERMAL_747187",72,6.220397,7.526352
"PALM-SPRINGS-THERMAL_747187",73,6.715948,7.022587
"PALM-SPRINGS-THERMAL_747187",74,7.225188,6.53525
"PALM-SPRINGS-THERMAL_747187",75,7.753593,6.06434
"PALMDALE_723820",55,3.345654,10.77071
"PALMDALE_723820",56,3.77002,10.19576
"PALMDALE_723820",57,4.208076,9.634497
"PALMDALE_723820",58,4.657084,9.084188
"PALMDALE_723820",59,5.125257,8.553046
"PALMDALE_723820",60,5.623546,8.052019
"PALMDALE_723820",61,6.140999,7.56742
"PALMDALE_723820",62,6.672143,7.101985
"PALMDALE_723820",63,7.214237,6.644764
"PALMDALE_723820",64,7.778234,6.209445
"PALMDALE_723820",65,8.355921,5.787817
"PALMDALE_723820",66,8.947296,5.379877
"PALMDALE_723820",67,9.546885,4.980151
"PALMDALE_723820",68,10.15469,4.588638
"PALMDALE_723820",69,10.77344,4.208076
"PALMDALE_723820",70,11.39767,3.832991
"PALMDALE_723820",71,12.04107,3.477071
"PALMDALE_723820",72,12.69268,3.129364
"PALMDALE_723820",73,13.35524,2.792608
"PALMDALE_723820",74,14.02875,2.466804
"PALMDALE_723820",75,14.71869,2.157426
"PALO-ALTO_724937",55,1.957563,4.720055
"PALO-ALTO_724937",56,2.362765,4.123203
"PALO-ALTO_724937",57,2.803559,3.564682
"PALO-ALTO_724937",58,3.290897,3.055441
"PALO-ALTO_724937",59,3.816564,2.579056
"PALO-ALTO_724937",60,4.372348,2.135524
"PALO-ALTO_724937",61,4.969199,1.73306
"PALO-ALTO_724937",62,5.607119,1.371663
"PALO-ALTO_724937",63,6.275154,1.043121
"PALO-ALTO_724937",64,6.995209,.7611225
"PALO-ALTO_724937",65,7.775496,.5420945
"PALO-ALTO_724937",66,8.607803,.3750856
"PALO-ALTO_724937",67,9.486653,.2546201
"PALO-ALTO_724937",68,10.40383,.1724846
"PALO-ALTO_724937",69,11.34839,.1177276
"PALO-ALTO_724937",70,12.30664,.0793977
"PALO-ALTO_724937",71,13.27584,.0465435
"PALO-ALTO_724937",72,14.25325,.0273785
"PALO-ALTO_724937",73,15.23888,.0109514
"PALO-ALTO_724937",74,16.22998,.0027379
"PALO-ALTO_724937",75,17.22656,0
"PASO-ROBLES_723965",55,3.107461,6.710472
"PASO-ROBLES_723965",56,3.572895,6.176591
"PASO-ROBLES_723965",57,4.068446,5.672827
"PASO-ROBLES_723965",58,4.577686,5.182752
"PASO-ROBLES_723965",59,5.097878,4.703628
"PASO-ROBLES_723965",60,5.645448,4.251882
"PASO-ROBLES_723965",61,6.228611,3.835729
"PASO-ROBLES_723965",62,6.8282,3.436003
"PASO-ROBLES_723965",63,7.446954,3.055441
"PASO-ROBLES_723965",64,8.084873,2.694045
"PASO-ROBLES_723965",65,8.744696,2.354552
"PASO-ROBLES_723965",66,9.423682,2.036961
"PASO-ROBLES_723965",67,10.13552,1.746749
"PASO-ROBLES_723965",68,10.86379,1.475702
"PASO-ROBLES_723965",69,11.6167,1.229295
"PASO-ROBLES_723965",70,12.39699,1.010267
"PASO-ROBLES_723965",71,13.20192,.8158795
"PASO-ROBLES_723965",72,14.03696,.6516085
"PASO-ROBLES_723965",73,14.89665,.5119781
"PASO-ROBLES_723965",74,15.77823,.3942505
"PASO-ROBLES_723965",75,16.68172,.2984257
"POINT-MUGU_723910",55,.7638603,3.882272
"POINT-MUGU_723910",56,1.100616,3.22245
"POINT-MUGU_723910",57,1.505818,2.628337
"POINT-MUGU_723910",58,1.97399,2.094456
"POINT-MUGU_723910",59,2.510609,1.631759
"POINT-MUGU_723910",60,3.088296,1.212868
"POINT-MUGU_723910",61,3.742642,.8678987
"POINT-MUGU_723910",62,4.457221,.5831622
"POINT-MUGU_723910",63,5.240246,.3641342
"POINT-MUGU_723910",64,6.091718,.2162902
"POINT-MUGU_723910",65,7.00616,.1314168
"POINT-MUGU_723910",66,7.96167,.0876112
"POINT-MUGU_723910",67,8.933607,.0629706
"POINT-MUGU_723910",68,9.916495,.0438056
"POINT-MUGU_723910",69,10.90486,.0328542
"POINT-MUGU_723910",70,11.89596,.0273785
"POINT-MUGU_723910",71,12.8898,.0219028
"POINT-MUGU_723910",72,13.88364,.0164271
"POINT-MUGU_723910",73,14.87748,.0109514
"POINT-MUGU_723910",74,15.87132,.0054757
"POINT-MUGU_723910",75,16.8679,.0027379
"PORTERVILLE_723895",55,2.800821,10.47228
"PORTERVILLE_723895",56,3.203285,9.87269
"PORTERVILLE_723895",57,3.627652,9.297741
"PORTERVILLE_723895",58,4.071184,8.744696
"PORTERVILLE_723895",59,4.542094,8.21629
"PORTERVILLE_723895",60,5.034908,7.709788
"PORTERVILLE_723895",61,5.546885,7.219713
"PORTERVILLE_723895",62,6.069815,6.743327
"PORTERVILLE_723895",63,6.603696,6.28063
"PORTERVILLE_723895",64,7.148529,5.823409
"PORTERVILLE_723895",65,7.704312,5.382615
"PORTERVILLE_723895",66,8.276523,4.95551
"PORTERVILLE_723895",67,8.865161,4.542094
