site_number,therms,bill_start_date,bill_end_date,retrofit_start_date,retrofit_end_date
"14",66,11/22/12,12/21/12,"6/11/12","9/20/12"
"14",135,12/22/12,1/25/13,"6/11/12","9/20/12"
"14",89,1/26/13,2/26/13,"6/11/12","9/20/12"
"14",31,2/27/13,3/27/13,"6/11/12","9/20/12"
"14",16,3/28/13,4/25/13,"6/11/12","9/20/12"
"14",10,4/26/13,5/24/13,"6/11/12","9/20/12"
"14",12,5/25/13,6/25/13,"6/11/12","9/20/12"
"14",9,6/26/13,7/25/13,"6/11/12","9/20/12"
"14",14,7/26/13,8/23/13,"6/11/12","9/20/12"
"14",10,8/24/13,9/24/13,"6/11/12","9/20/12"
"14",13,9/25/13,10/22/13,"6/11/12","9/20/12"
"14",0,10/23/13,11/21/13,"6/11/12","9/20/12"
"14",0,11/22/13,12/23/13,"6/11/12","9/20/12"
"17",83,1/10/09,2/9/09,"5/22/12","6/19/12"
"17",87,2/10/09,3/11/09,"5/22/12","6/19/12"
"17",54,3/12/09,4/9/09,"5/22/12","6/19/12"
"17",38,4/10/09,5/11/09,"5/22/12","6/19/12"
"17",14,5/12/09,6/10/09,"5/22/12","6/19/12"
"17",10,6/11/09,7/10/09,"5/22/12","6/19/12"
"17",9,7/11/09,8/10/09,"5/22/12","6/19/12"
"17",8,8/11/09,9/9/09,"5/22/12","6/19/12"
"17",12,9/10/09,10/8/09,"5/22/12","6/19/12"
"17",35,10/9/09,11/6/09,"5/22/12","6/19/12"
"17",90,11/7/09,12/9/09,"5/22/12","6/19/12"
"17",131,12/10/09,1/11/10,"5/22/12","6/19/12"
"17",120,1/12/10,2/9/10,"5/22/12","6/19/12"
"17",106,2/10/10,3/11/10,"5/22/12","6/19/12"
"17",56,3/12/10,4/9/10,"5/22/12","6/19/12"
"17",53,4/10/10,5/11/10,"5/22/12","6/19/12"
"17",25,5/12/10,6/10/10,"5/22/12","6/19/12"
"17",15,6/11/10,7/12/10,"5/22/12","6/19/12"
"17",9,7/13/10,8/10/10,"5/22/12","6/19/12"
"17",9,8/11/10,9/10/10,"5/22/12","6/19/12"
"17",20,9/11/10,10/11/10,"5/22/12","6/19/12"
"17",51,10/12/10,11/9/10,"5/22/12","6/19/12"
"17",127,11/10/10,12/9/10,"5/22/12","6/19/12"
"17",146,12/10/10,1/10/11,"5/22/12","6/19/12"
"17",104,1/11/11,2/9/11,"5/22/12","6/19/12"
"17",107,2/10/11,3/11/11,"5/22/12","6/19/12"
"17",80,3/12/11,4/11/11,"5/22/12","6/19/12"
"17",32,4/12/11,5/10/11,"5/22/12","6/19/12"
"17",53,5/11/11,6/10/11,"5/22/12","6/19/12"
"17",12,6/11/11,7/12/11,"5/22/12","6/19/12"
"17",7,7/13/11,8/10/11,"5/22/12","6/19/12"
"17",8,8/11/11,9/9/11,"5/22/12","6/19/12"
"17",20,9/10/11,10/10/11,"5/22/12","6/19/12"
"17",49,10/11/11,11/8/11,"5/22/12","6/19/12"
"17",105,11/9/11,12/8/11,"5/22/12","6/19/12"
"17",135,12/9/11,1/10/12,"5/22/12","6/19/12"
"17",107,1/11/12,2/8/12,"5/22/12","6/19/12"
"17",105,2/9/12,3/9/12,"5/22/12","6/19/12"
"17",88,3/10/12,4/9/12,"5/22/12","6/19/12"
"17",55,4/10/12,5/9/12,"5/22/12","6/19/12"
"17",18,5/10/12,6/8/12,"5/22/12","6/19/12"
"17",10,6/9/12,7/10/12,"5/22/12","6/19/12"
"17",6,7/11/12,8/8/12,"5/22/12","6/19/12"
"17",5,8/9/12,9/7/12,"5/22/12","6/19/12"
"17",6,9/8/12,10/8/12,"5/22/12","6/19/12"
"17",29,10/9/12,11/6/12,"5/22/12","6/19/12"
"17",78,11/7/12,12/7/12,"5/22/12","6/19/12"
"17",133,12/8/12,1/9/13,"5/22/12","6/19/12"
"17",106,1/10/13,2/7/13,"5/22/12","6/19/12"
"17",109,2/8/13,3/11/13,"5/22/12","6/19/12"
"18b",85,1/8/11,2/8/11,"4/26/12","6/1/12"
"18b",80,2/9/11,3/10/11,"4/26/12","6/1/12"
"18b",49,3/11/11,4/8/11,"4/26/12","6/1/12"
"18b",34,4/9/11,5/9/11,"4/26/12","6/1/12"
"18b",30,5/10/11,6/9/11,"4/26/12","6/1/12"
"18b",22,6/10/11,7/11/11,"4/26/12","6/1/12"
"18b",17,7/12/11,8/9/11,"4/26/12","6/1/12"
"18b",17,8/10/11,9/8/11,"4/26/12","6/1/12"
"18b",19,9/9/11,10/7/11,"4/26/12","6/1/12"
"18b",31,10/8/11,11/7/11,"4/26/12","6/1/12"
"18b",75,11/8/11,12/7/11,"4/26/12","6/1/12"
"18b",96,12/8/11,1/9/12,"4/26/12","6/1/12"
"18b",88,1/10/12,2/7/12,"4/26/12","6/1/12"
"18b",82,2/8/12,3/8/12,"4/26/12","6/1/12"
"18b",65,3/9/12,4/6/12,"4/26/12","6/1/12"
"18b",32,4/7/12,5/8/12,"4/26/12","6/1/12"
"18b",21,5/9/12,6/7/12,"4/26/12","6/1/12"
"18b",19,6/8/12,7/9/12,"4/26/12","6/1/12"
"18b",17,7/10/12,8/7/12,"4/26/12","6/1/12"
"18b",14,8/8/12,9/6/12,"4/26/12","6/1/12"
"18b",11,9/7/12,10/5/12,"4/26/12","6/1/12"
"18b",24,10/6/12,11/5/12,"4/26/12","6/1/12"
"18b",37,11/6/12,12/6/12,"4/26/12","6/1/12"
"18b",97,12/7/12,1/8/13,"4/26/12","6/1/12"
"18b",73,1/9/13,2/6/13,"4/26/12","6/1/12"
"18b",69,2/7/13,3/8/13,"4/26/12","6/1/12"
"19b",52,1/8/09,2/5/09,"4/10/12","7/30/12"
"19b",76,2/6/09,3/9/09,"4/10/12","7/30/12"
"19b",46,3/10/09,4/7/09,"4/10/12","7/30/12"
"19b",30,4/8/09,5/7/09,"4/10/12","7/30/12"
"19b",12,5/8/09,6/8/09,"4/10/12","7/30/12"
"19b",12,6/9/09,7/8/09,"4/10/12","7/30/12"
"19b",9,7/9/09,8/6/09,"4/10/12","7/30/12"
"19b",10,8/7/09,9/4/09,"4/10/12","7/30/12"
"19b",10,9/5/09,10/6/09,"4/10/12","7/30/12"
"19b",16,10/7/09,11/4/09,"4/10/12","7/30/12"
"19b",52,11/5/09,12/7/09,"4/10/12","7/30/12"
"19b",77,12/8/09,1/7/10,"4/10/12","7/30/12"
"19b",73,1/8/10,2/5/10,"4/10/12","7/30/12"
"19b",80,2/6/10,3/9/10,"4/10/12","7/30/12"
"19b",44,3/10/10,4/7/10,"4/10/12","7/30/12"
"19b",37,4/8/10,5/7/10,"4/10/12","7/30/12"
"19b",26,5/8/10,6/8/10,"4/10/12","7/30/12"
"19b",17,6/9/10,7/8/10,"4/10/12","7/30/12"
"19b",11,7/9/10,8/6/10,"4/10/12","7/30/12"
"19b",12,8/7/10,9/8/10,"4/10/12","7/30/12"
"19b",12,9/9/10,10/7/10,"4/10/12","7/30/12"
"19b",19,10/8/10,11/5/10,"4/10/12","7/30/12"
"19b",70,11/6/10,12/7/10,"4/10/12","7/30/12"
"19b",82,12/8/10,1/6/11,"4/10/12","7/30/12"
"19b",77,1/7/11,2/7/11,"4/10/12","7/30/12"
"19b",77,2/8/11,3/9/11,"4/10/12","7/30/12"
"19b",47,3/10/11,4/7/11,"4/10/12","7/30/12"
"19b",30,4/8/11,5/6/11,"4/10/12","7/30/12"
"19b",26,5/7/11,6/8/11,"4/10/12","7/30/12"
"19b",12,6/9/11,7/8/11,"4/10/12","7/30/12"
"19b",12,7/9/11,8/8/11,"4/10/12","7/30/12"
"19b",11,8/9/11,9/7/11,"4/10/12","7/30/12"
"19b",13,9/8/11,10/6/11,"4/10/12","7/30/12"
"19b",18,10/7/11,11/4/11,"4/10/12","7/30/12"
"19b",70,11/5/11,12/6/11,"4/10/12","7/30/12"
"19b",86,12/7/11,1/6/12,"4/10/12","7/30/12"
"19b",73,1/7/12,2/6/12,"4/10/12","7/30/12"
"19b",72,2/7/12,3/7/12,"4/10/12","7/30/12"
"19b",50,3/8/12,4/5/12,"4/10/12","7/30/12"
"19b",26,4/6/12,5/7/12,"4/10/12","7/30/12"
"19b",16,5/8/12,6/6/12,"4/10/12","7/30/12"
"19b",15,6/7/12,7/6/12,"4/10/12","7/30/12"
"19b",13,7/7/12,8/6/12,"4/10/12","7/30/12"
"19b",12,8/7/12,9/5/12,"4/10/12","7/30/12"
"19b",10,9/6/12,10/4/12,"4/10/12","7/30/12"
"19b",13,10/5/12,11/2/12,"4/10/12","7/30/12"
"19b",30,11/3/12,12/5/12,"4/10/12","7/30/12"
"19b",75,12/6/12,1/7/13,"4/10/12","7/30/12"
"19b",62,1/8/13,2/5/13,"4/10/12","7/30/12"
"19b",63,2/6/13,3/7/13,"4/10/12","7/30/12"
"20",65,1/24/09,2/24/09,"5/2/12","5/23/12"
"20",45,2/25/09,3/25/09,"5/2/12","5/23/12"
"20",31,3/26/09,4/24/09,"5/2/12","5/23/12"
"20",21,4/25/09,5/26/09,"5/2/12","5/23/12"
"20",16,5/27/09,6/24/09,"5/2/12","5/23/12"
"20",8,6/25/09,7/24/09,"5/2/12","5/23/12"
"20",8,7/25/09,8/24/09,"5/2/12","5/23/12"
"20",6,8/25/09,9/23/09,"5/2/12","5/23/12"
"20",13,9/24/09,10/22/09,"5/2/12","5/23/12"
"20",36,10/23/09,11/23/09,"5/2/12","5/23/12"
"20",60,11/24/09,12/23/09,"5/2/12","5/23/12"
"20",83,12/24/09,1/25/10,"5/2/12","5/23/12"
"20",50,1/26/10,2/24/10,"5/2/12","5/23/12"
"20",49,2/25/10,3/25/10,"5/2/12","5/23/12"
"20",36,3/26/10,4/26/10,"5/2/12","5/23/12"
"20",26,4/27/10,5/25/10,"5/2/12","5/23/12"
"20",19,5/26/10,6/24/10,"5/2/12","5/23/12"
"20",16,6/25/10,7/26/10,"5/2/12","5/23/12"
"20",10,7/27/10,8/24/10,"5/2/12","5/23/12"
"20",13,8/25/10,9/24/10,"5/2/12","5/23/12"
"20",19,9/25/10,10/25/10,"5/2/12","5/23/12"
"20",36,10/26/10,11/23/10,"5/2/12","5/23/12"
"20",75,11/24/10,12/23/10,"5/2/12","5/23/12"
"20",107,12/24/10,1/25/11,"5/2/12","5/23/12"
"20",66,1/26/11,2/24/11,"5/2/12","5/23/12"
"20",54,2/25/11,3/25/11,"5/2/12","5/23/12"
"20",36,3/26/11,4/25/11,"5/2/12","5/23/12"
"20",26,4/26/11,5/25/11,"5/2/12","5/23/12"
"20",23,5/26/11,6/24/11,"5/2/12","5/23/12"
"20",10,6/25/11,7/26/11,"5/2/12","5/23/12"
"20",9,7/27/11,8/24/11,"5/2/12","5/23/12"
"20",10,8/25/11,9/23/11,"5/2/12","5/23/12"
"20",20,9/24/11,10/24/11,"5/2/12","5/23/12"
"20",47,10/25/11,11/22/11,"5/2/12","5/23/12"
"20",86,11/23/11,12/22/11,"5/2/12","5/23/12"
"20",84,12/23/11,1/24/12,"5/2/12","5/23/12"
"20",56,1/25/12,2/23/12,"5/2/12","5/23/12"
"20",56,2/24/12,3/23/12,"5/2/12","5/23/12"
"20",47,3/24/12,4/24/12,"5/2/12","5/23/12"
"20",21,4/25/12,5/23/12,"5/2/12","5/23/12"
"20",16,5/24/12,6/22/12,"5/2/12","5/23/12"
"20",10,6/23/12,7/24/12,"5/2/12","5/23/12"
"20",6,7/25/12,8/22/12,"5/2/12","5/23/12"
"20",7,8/23/12,9/21/12,"5/2/12","5/23/12"
"20",10,9/22/12,10/22/12,"5/2/12","5/23/12"
"20",28,10/23/12,11/20/12,"5/2/12","5/23/12"
"20",52,11/21/12,12/21/12,"5/2/12","5/23/12"
"20",108,12/22/12,1/23/13,"5/2/12","5/23/12"
"20",76,1/24/13,2/22/13,"5/2/12","5/23/12"
