account_number,date,kwh,iou,datenum
"OVYM2X","1/21/10",588,"PGE",18283
"OVYM2X","2/22/10",477,"PGE",18315
"OVYM2X","3/25/10",424,"PGE",18346
"OVYM2X","4/22/10",360,"PGE",18374
"OVYM2X","5/23/10",388,"PGE",18405
"OVYM2X","6/22/10",347,"PGE",18435
"OVYM2X","7/23/10",365,"PGE",18466
"OVYM2X","8/23/10",335,"PGE",18497
"OVYM2X","9/23/10",410,"PGE",18528
"OVYM2X","10/20/10",386,"PGE",18555
"OVYM2X","11/21/10",535,"PGE",18587
"OVYM2X","12/22/10",599,"PGE",18618
"OVYM2X","1/23/11",577,"PGE",18650
"OVYM2X","2/22/11",527,"PGE",18680
"OVYM2X","3/23/11",446,"PGE",18709
"OVYM2X","4/24/11",412,"PGE",18741
"OVYM2X","5/23/11",358,"PGE",18770
"OVYM2X","6/22/11",424,"PGE",18800
"OVYM2X","7/24/11",264,"PGE",18832
"OVYM2X","8/22/11",310,"PGE",18861
"OVYM2X","9/21/11",367,"PGE",18891
"OVYM2X","10/20/11",375,"PGE",18920
"OVYM2X","11/20/11",503,"PGE",18951
"OVYM2X","12/20/11",498,"PGE",18981
"OVYM2X","1/22/12",561,"PGE",19014
"OVYM2X","2/21/12",468,"PGE",19044
"OVYM2X","3/21/12",444,"PGE",19073
"OVYM2X","4/22/12",397,"PGE",19105
"OVYM2X","5/21/12",317,"PGE",19134
"OVYM2X","6/20/12",356,"PGE",19164
"OVYM2X","7/22/12",275,"PGE",19196
"OVYM2X","8/15/12",,"PGE",19220
"OVYM2X","9/19/12",487,"PGE",19255
"OVYM2X","10/18/12",457,"PGE",19284
"OVYM2X","11/18/12",517,"PGE",19315
"OVYM2X","12/19/12",556,"PGE",19346
"OVYM2X","1/21/13",659,"PGE",19379
"OVYM2X","2/20/13",511,"PGE",19409
"OVYM2X","3/21/13",469,"PGE",19438
"S812VL","12/12/08",,"PGE",17878
"S812VL","1/12/09",1204,"PGE",17909
"S812VL","2/11/09",849,"PGE",17939
"S812VL","3/15/09",822,"PGE",17971
"S812VL","4/14/09",819,"PGE",18001
"S812VL","5/14/09",740,"PGE",18031
"S812VL","6/15/09",726,"PGE",18063
"S812VL","7/15/09",604,"PGE",18093
"S812VL","8/12/09",678,"PGE",18121
"S812VL","9/13/09",794,"PGE",18153
"S812VL","10/12/09",727,"PGE",18182
"S812VL","11/11/09",809,"PGE",18212
"S812VL","12/13/09",993,"PGE",18244
"S812VL","1/12/10",1122,"PGE",18274
"S812VL","2/11/10",824,"PGE",18304
"S812VL","3/15/10",843,"PGE",18336
"S812VL","4/14/10",731,"PGE",18366
"S812VL","5/13/10",649,"PGE",18395
"S812VL","6/14/10",757,"PGE",18427
"S812VL","7/15/10",668,"PGE",18458
"S812VL","8/15/10",663,"PGE",18489
"S812VL","9/14/10",664,"PGE",18519
"S812VL","10/13/10",734,"PGE",18548
"S812VL","11/14/10",763,"PGE",18580
"S812VL","12/14/10",914,"PGE",18610
"S812VL","1/12/11",957,"PGE",18639
"S812VL","2/13/11",807,"PGE",18671
"S812VL","3/15/11",735,"PGE",18701
"S812VL","4/14/11",694,"PGE",18731
"S812VL","5/15/11",614,"PGE",18762
"S812VL","6/14/11",588,"PGE",18792
"S812VL","9/13/11",1987,"PGE",18883
"S812VL","10/12/11",676,"PGE",18912
"S812VL","11/13/11",965,"PGE",18944
"S812VL","12/12/11",894,"PGE",18973
"S812VL","1/11/12",960,"PGE",19003
"S812VL","2/12/12",946,"PGE",19035
"S812VL","3/13/12",740,"PGE",19065
"S812VL","4/11/12",730,"PGE",19094
"S812VL","5/13/12",728,"PGE",19126
"S812VL","6/12/12",598,"PGE",19156
"S812VL","7/12/12",492,"PGE",19186
"S812VL","8/12/12",637,"PGE",19217
"S812VL","9/11/12",556,"PGE",19247
"S812VL","10/10/12",561,"PGE",19276
"S812VL","11/8/12",676,"PGE",19305
"S812VL","12/11/12",675,"PGE",19338
"S812VL","1/10/13",1029,"PGE",19368
"S812VL","2/11/13",791,"PGE",19400
"S812VL","3/13/13",675,"PGE",19430
"SEHDPS1526388512","1/7/08",758,"SCE",17538
"SEHDPS1526388512","2/4/08",583,"SCE",17566
"SEHDPS1526388512","3/5/08",559,"SCE",17596
"SEHDPS1526388512","4/4/08",534,"SCE",17626
"SEHDPS1526388512","5/5/08",593,"SCE",17657
"SEHDPS1526388512","6/4/08",563,"SCE",17687
"SEHDPS1526388512","7/3/08",822,"SCE",17716
"SEHDPS1526388512","8/4/08",1007,"SCE",17748
"SEHDPS1526388512","9/3/08",911,"SCE",17778
"SEHDPS1526388512","10/3/08",831,"SCE",17808
"SEHDPS1526388512","11/5/08",791,"SCE",17841
"SEHDPS1526388512","12/8/08",753,"SCE",17874
"SEHDPS1526388512","1/7/09",883,"SCE",17904
"SEHDPS1526388512","2/4/09",711,"SCE",17932
"SEHDPS1526388512","3/9/09",905,"SCE",17965
"SEHDPS1526388512","4/6/09",649,"SCE",17993
"SEHDPS1526388512","5/6/09",733,"SCE",18023
"SEHDPS1526388512","6/5/09",760,"SCE",18053
"SEHDPS1526388512","7/7/09",836,"SCE",18085
"SEHDPS1526388512","8/5/09",1014,"SCE",18114
"SEHDPS1526388512","9/3/09",931,"SCE",18143
"SEHDPS1526388512","10/5/09",929,"SCE",18175
"SEHDPS1526388512","11/5/09",756,"SCE",18206
"SEHDPS1526388512","12/7/09",863,"SCE",18238
"SEHDPS1526388512","1/7/10",965,"SCE",18269
"SEHDPS1526388512","2/4/10",807,"SCE",18297
"SEHDPS1526388512","3/8/10",859,"SCE",18329
"SEHDPS1526388512","4/7/10",727,"SCE",18359
"SEHDPS1526388512","5/5/10",658,"SCE",18387
"SEHDPS1526388512","6/4/10",708,"SCE",18417
"SEHDPS1526388512","7/7/10",980,"SCE",18450
"SEHDPS1526388512","8/4/10",1046,"SCE",18478
"SEHDPS1526388512","9/2/10",924,"SCE",18507
"SEHDPS1526388512","10/4/10",908,"SCE",18539
"SEHDPS1526388512","11/3/10",677,"SCE",18569
"SEHDPS1526388512","12/7/10",776,"SCE",18603
"SEHDPS1526388512","1/5/11",688,"SCE",18632
"SEHDPS1526388512","2/3/11",636,"SCE",18661
"SEHDPS1526388512","3/7/11",693,"SCE",18693
"SEHDPS1526388512","4/6/11",622,"SCE",18723
"SEHDPS1526388512","5/5/11",653,"SCE",18752
"SEHDPS1526388512","6/3/11",634,"SCE",18781
"SEHDPS1526388512","7/6/11",853,"SCE",18814
"SEHDPS1526388512","8/4/11",796,"SCE",18843
"SEHDPS1526388512","9/1/11",847,"SCE",18871
"SEHDPS1526388512","10/3/11",782,"SCE",18903
"SEHDPS1526388512","11/4/11",691,"SCE",18935
"SEHDPS1526388512","12/7/11",617,"SCE",18968
"SEHDPS1526388512","1/6/12",622,"SCE",18998
"SEHDPS1526388512","2/6/12",564,"SCE",19029
"SEHDPS1526388512","3/7/12",526,"SCE",19059
"SEHDPS1526388512","4/5/12",535,"SCE",19088
"SEHDPS1526388512","5/4/12",573,"SCE",19117
"SEHDPS1526388512","6/5/12",715,"SCE",19149
"SEHDPS1526388512","7/5/12",765,"SCE",19179
"SEHDPS1526388512","8/3/12",792,"SCE",19208
"SEHDPS1526388512","9/4/12",1175,"SCE",19240
"SEHDPS1526388512","10/3/12",912,"SCE",19269
"SEHDPS1526388512","11/5/12",705,"SCE",19302
"SEHDPS1526388512","12/6/12",593,"SCE",19333
"SEHDPS1526388512","1/7/13",631,"SCE",19365
"SEHDPS1526388512","2/5/13",507,"SCE",19394
"SEHDPS1526388512","3/7/13",514,"SCE",19424
"SEHDPS1526388512","4/5/13",528,"SCE",19453
"SEHDPS1526388512","5/6/13",586,"SCE",19484
"SEHDPS1526388512","6/5/13",592,"SCE",19514
"SEHDPS1526388512","7/5/13",829,"SCE",19544
"SEHDPS1526388512","8/5/13",998,"SCE",19575
"SEHDPS1526388512","9/4/13",1012,"SCE",19605
"SEHDPS1526388512","10/3/13",684,"SCE",19634
"SEHDPS1526388512","11/4/13",512,"SCE",19666
"SEHDPS1526388932","1/28/08",609,"SCE",17559
"SEHDPS1526388932","2/28/08",516,"SCE",17590
"SEHDPS1526388932","3/28/08",519,"SCE",17619
"SEHDPS1526388932","4/28/08",571,"SCE",17650
"SEHDPS1526388932","5/28/08",632,"SCE",17680
"SEHDPS1526388932","6/26/08",799,"SCE",17709
"SEHDPS1526388932","7/28/08",1090,"SCE",17741
"SEHDPS1526388932","8/26/08",1017,"SCE",17770
"SEHDPS1526388932","9/25/08",876,"SCE",17800
"SEHDPS1526388932","10/29/08",664,"SCE",17834
"SEHDPS1526388932","11/26/08",475,"SCE",17862
"SEHDPS1526388932","12/29/08",707,"SCE",17895
"SEHDPS1526388932","1/28/09",510,"SCE",17925
"SEHDPS1526388932","3/2/09",557,"SCE",17958
"SEHDPS1526388932","3/31/09",468,"SCE",17987
"SEHDPS1526388932","4/30/09",486,"SCE",18017
"SEHDPS1526388932","6/1/09",591,"SCE",18049
"SEHDPS1526388932","6/29/09",505,"SCE",18077
"SEHDPS1526388932","7/29/09",854,"SCE",18107
"SEHDPS1526388932","8/27/09",880,"SCE",18136
"SEHDPS1526388932","9/28/09",1224,"SCE",18168
"SEHDPS1526388932","10/28/09",540,"SCE",18198
"SEHDPS1526388932","11/30/09",581,"SCE",18231
"SEHDPS1526388932","12/30/09",651,"SCE",18261
"SEHDPS1526388932","1/29/10",537,"SCE",18291
"SEHDPS1526388932","3/1/10",505,"SCE",18322
"SEHDPS1526388932","3/31/10",467,"SCE",18352
"SEHDPS1526388932","4/29/10",482,"SCE",18381
"SEHDPS1526388932","5/28/10",499,"SCE",18410
"SEHDPS1526388932","6/29/10",516,"SCE",18442
"SEHDPS1526388932","7/29/10",761,"SCE",18472
"SEHDPS1526388932","8/27/10",822,"SCE",18501
"SEHDPS1526388932","9/28/10",717,"SCE",18533
"SEHDPS1526388932","10/28/10",639,"SCE",18563
"SEHDPS1526388932","11/30/10",585,"SCE",18596
"SEHDPS1526388932","12/29/10",740,"SCE",18625
"SEHDPS1526388932","1/28/11",646,"SCE",18655
"SEHDPS1526388932","3/1/11",665,"SCE",18687
"SEHDPS1526388932","3/30/11",581,"SCE",18716
"SEHDPS1526388932","4/28/11",571,"SCE",18745
"SEHDPS1526388932","5/27/11",572,"SCE",18774
"SEHDPS1526388932","6/28/11",636,"SCE",18806
"SEHDPS1526388932","7/28/11",1056,"SCE",18836
"SEHDPS1526388932","8/26/11",1026,"SCE",18865
"SEHDPS1526388932","9/27/11",961,"SCE",18897
"SEHDPS1526388932","10/28/11",568,"SCE",18928
"SEHDPS1526388932","11/30/11",565,"SCE",18961
"SEHDPS1526388932","12/29/11",732,"SCE",18990
"SEHDPS1526388932","1/30/12",598,"SCE",19022
"SEHDPS1526388932","2/29/12",483,"SCE",19052
"SEHDPS1526388932","3/29/12",463,"SCE",19081
"SEHDPS1526388932","4/27/12",459,"SCE",19110
"SEHDPS1526388932","5/29/12",535,"SCE",19142
"SEHDPS1526388932","6/27/12",640,"SCE",19171
"SEHDPS1526388932","7/27/12",1158,"SCE",19201
"SEHDPS1526388932","8/27/12",1330,"SCE",19232
"SEHDPS1526388932","9/26/12",805,"SCE",19262
"SEHDPS1526388932","10/29/12",571,"SCE",19295
"SEHDPS1526388932","11/29/12",488,"SCE",19326
"SEHDPS1526388932","12/28/12",619,"SCE",19355
"SEHDPS1526388932","1/29/13",550,"SCE",19387
"SEHDPS1526388932","2/28/13",468,"SCE",19417
"SEHDPS1526388932","3/29/13",434,"SCE",19446
"SEHDPS1526388932","4/29/13",472,"SCE",19477
"SEHDPS1526388932","5/29/13",518,"SCE",19507
"SEHDPS1526388932","6/27/13",541,"SCE",19536
"SEHDPS1526388932","7/29/13",750,"SCE",19568
"SEHDPS1526388932","8/27/13",624,"SCE",19597
"SEHDPS1526388932","9/26/13",707,"SCE",19627
"SEHDPS1526388932","10/28/13",467,"SCE",19659
"SEHDPS1526388932","11/26/13",430,"SCE",19688
