account_id,station,basetemp,nac_pre,nac_post,savings,site_number,base_post,nahc_post,cvnac_post,r2_post,nreads_post,begdate_post,enddate_post,lthdd_post,sebs_post,sehpdd_post,trefh_post,hpdd_post,senac_post,senahc_post,base_pre,nahc_pre,cvnac_pre,r2_pre,nreads_pre,begdate_pre,enddate_pre,lthdd_pre,sebs_pre,sehpdd_pre,trefh_pre,hpdd_pre,senac_pre,senahc_pre,iou_id,retrofit_start_date,retrofit_end_date,zipcode,ca_climate_zone,station_id,station_number,isvalid,station_name
OVYM2X,OAKLAND,49,,,,4,422,,,0.421,19,21-Sep-11,21-Mar-13,,59,0.1817385,49,0.6394965,,,519,,,0.532,32,21-Jan-09,22-Aug-11,,68,0.296991,49,1.733096,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,49,,,,5,283,,,0.671,22,1-Jul-11,30-Mar-13,,56,0.1912117,49,1.221413,,,376,,,0.564,29,29-Jan-09,1-Jun-11,,45,0.2155663,49,1.273072,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,49,,,,6,275,,,0.826,15,30-Jan-12,31-Mar-13,,64,0.0867286,49,0.6820958,,,305,,,0.753,36,29-Jan-09,29-Dec-11,,52,0.0774395,49,0.7891532,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,49,,,,8,409,,,0.763,14,12-Feb-12,13-Mar-13,,83,0.7907171,49,4.913896,,,596,,,0.308,37,12-Jan-09,11-Jan-12,,104,1.034008,49,4.079844,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,49,,,,9,352,,,0.651,21,2-Aug-11,1-Apr-13,,63,0.0958941,49,0.5708678,,,502,,,0.62,30,1-Feb-09,4-Jul-11,,76,0.1789961,49,1.210963,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,50,,,,1,591,,,0.754,21,17-Aug-11,17-Apr-13,,75,0.0744385,50,0.5684738,,,557,,,0.864,30,17-Feb-09,19-Jul-11,,50,0.0691349,50,0.9211011,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,50,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,50,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,50,,,,13,289,,,0,5,27-Aug-12,27-Dec-12,,139,0,50,0,,,429,,,0.059,30,2-Mar-10,27-Jul-12,,75,4.325967,50,5.757397,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,50,,,,14,160,,,0.767,19,25-Jun-12,23-Dec-13,,51,0.2659337,50,1.989848,,,484,,,0.31,28,26-Feb-10,24-May-12,,108,0.9875862,50,3.375819,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,50,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,50,,,,17,296,,,0.768,10,8-Jun-12,11-Mar-13,,117,0.3897035,50,2.006841,,,472,,,0.637,40,9-Feb-09,9-May-12,,61,0.3453934,50,2.819093,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,50,,,,18b,279,,,0.903,11,8-May-12,8-Mar-13,,40,0.140385,50,1.285595,,,418,,,0.696,15,8-Feb-11,6-Apr-12,,69,0.3713683,50,2.025609,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,50,,,,19b,286,,,0.501,11,7-May-12,7-Mar-13,,72,0.8314305,50,2.499987,,,444,,,0.215,39,5-Feb-09,5-Apr-12,,51,2.409477,50,7.665017,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,50,,,,2,183,,,0.772,22,15-Jul-11,11-Apr-13,,35,0.049635,50,0.408762,,,465,,,0.539,17,12-Feb-10,14-Jun-11,,120,0.1861034,50,0.7790836,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,50,,,,20,269,,,0.726,10,23-May-12,22-Feb-13,,79,0.7932165,50,3.651778,,,403,,,0.336,39,24-Feb-09,24-Apr-12,,45,2.198992,50,9.513612,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,50,,,,3,505,,,0.633,19,5-Oct-11,4-Apr-13,,74,0.0910776,50,0.4932706,,,604,,,0.665,32,4-Feb-09,6-Sep-11,,59,0.1271254,50,0.9803807,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
OVYM2X,OAKLAND,50,,,,4,411,,,0.462,19,21-Sep-11,21-Mar-13,,57,0.1330266,50,0.50818,,,492,,,0.598,32,21-Jan-09,22-Aug-11,,64,0.2087565,50,1.394986,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,50,,,,5,268,,,0.714,22,1-Jul-11,30-Mar-13,,53,0.1328431,50,0.938994,,,356,,,0.627,29,29-Jan-09,1-Jun-11,,43,0.1517538,50,1.021405,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,50,,,,6,249,,,0.863,15,30-Jan-12,31-Mar-13,,58,0.0650741,50,0.5900097,,,275,,,0.801,36,29-Jan-09,29-Dec-11,,48,0.0592443,50,0.692023,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,50,,,,8,414,,,0.763,14,12-Feb-12,13-Mar-13,,83,0.4994697,50,3.108021,,,565,,,0.377,37,12-Jan-09,11-Jan-12,,100,0.6860105,50,3.159107,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,50,,,,9,330,,,0.704,21,2-Aug-11,1-Apr-13,,59,0.07488,50,0.5035385,,,477,,,0.669,30,1-Feb-09,4-Jul-11,,72,0.1363707,50,1.024779,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,51,,,,1,566,,,0.786,21,17-Aug-11,17-Apr-13,,71,0.0608454,51,0.5081107,,,533,,,0.892,30,17-Feb-09,19-Jul-11,,45,0.0520884,51,0.7925733,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,51,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,51,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,51,,,,13,153,,,0.966,5,27-Aug-12,27-Dec-12,,33,14.87236,51,137.0399,,,394,,,0.167,30,2-Mar-10,27-Jul-12,,73,2.69904,51,6.40102,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,51,,,,14,150,,,0.788,19,25-Jun-12,23-Dec-13,,49,0.1964861,51,1.55976,,,459,,,0.347,28,26-Feb-10,24-May-12,,107,0.6783918,51,2.520364,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,51,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,51,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,51,,,,17,288,,,0.786,10,8-Jun-12,11-Mar-13,,112,0.2934579,51,1.590538,,,454,,,0.667,40,9-Feb-09,9-May-12,,60,0.2355883,51,2.053931,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,51,,,,18b,275,,,0.923,11,8-May-12,8-Mar-13,,36,0.0984918,51,1.024525,,,413,,,0.707,15,8-Feb-11,6-Apr-12,,69,0.2473902,51,1.385375,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,51,,,,19b,256,,,0.675,11,7-May-12,7-Mar-13,,60,0.4820224,51,2.082534,,,372,,,0.477,39,5-Feb-09,5-Apr-12,,45,1.157522,51,6.725755,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,51,,,,2,171,,,0.808,22,15-Jul-11,11-Apr-13,,33,0.0387299,51,0.3556275,,,421,,,0.611,17,12-Feb-10,14-Jun-11,,113,0.1463455,51,0.7099261,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,51,,,,20,246,,,0.807,10,23-May-12,22-Feb-13,,67,0.4580288,51,2.64504,,,333,,,0.637,39,24-Feb-09,24-Apr-12,,35,0.8884646,51,7.152293,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,51,,,,3,482,,,0.681,19,5-Oct-11,4-Apr-13,,70,0.0728367,51,0.4386771,,,583,,,0.702,32,4-Feb-09,6-Sep-11,,57,0.0982759,51,0.826071,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
OVYM2X,OAKLAND,51,,,,4,396,,,0.517,19,21-Sep-11,21-Mar-13,,55,0.1004438,51,0.4288822,,,465,,,0.66,32,21-Jan-09,22-Aug-11,,60,0.1490432,51,1.136683,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,51,,,,5,246,,,0.77,22,1-Jul-11,30-Mar-13,,48,0.0933664,51,0.7636875,,,333,,,0.693,29,29-Jan-09,1-Jun-11,,40,0.1088122,51,0.8500861,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,51,,,,6,227,,,0.892,15,30-Jan-12,31-Mar-13,,52,0.0497067,51,0.5162825,,,246,,,0.839,36,29-Jan-09,29-Dec-11,,44,0.0457828,51,0.6089002,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,51,,,,8,414,,,0.762,14,12-Feb-12,13-Mar-13,,83,0.3374011,51,2.091566,,,528,,,0.446,37,12-Jan-09,11-Jan-12,,96,0.4702956,51,2.49554,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,51,,,,9,306,,,0.76,21,2-Aug-11,1-Apr-13,,54,0.0583147,51,0.4518377,,,449,,,0.718,30,1-Feb-09,4-Jul-11,,68,0.1045919,51,0.883,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,52,,,,1,543,,,0.813,21,17-Aug-11,17-Apr-13,,68,0.0503306,52,0.4580669,,,511,,,0.916,30,17-Feb-09,19-Jul-11,,40,0.0394108,52,0.6867837,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,52,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,52,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,52,,,,13,153,,,0.966,5,27-Aug-12,27-Dec-12,,33,2.379542,52,21.92605,,,339,,,0.361,30,2-Mar-10,27-Jul-12,,66,1.468676,52,5.845952,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,52,,,,14,144,,,0.793,19,25-Jun-12,23-Dec-13,,48,0.1535777,52,1.240851,,,422,,,0.407,28,26-Feb-10,24-May-12,,104,0.4834595,52,2.042852,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,52,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,52,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,52,,,,17,278,,,0.806,10,8-Jun-12,11-Mar-13,,108,0.2266678,52,1.306513,,,432,,,0.7,40,9-Feb-09,9-May-12,,57,0.1664804,52,1.567445,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,52,,,,18b,270,,,0.938,11,8-May-12,8-Mar-13,,32,0.072371,52,0.8429122,,,403,,,0.723,15,8-Feb-11,6-Apr-12,,67,0.1742732,52,1.016057,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,52,,,,19b,227,,,0.843,11,7-May-12,7-Mar-13,,43,0.2413732,52,1.677866,,,327,,,0.636,39,5-Feb-09,5-Apr-12,,39,0.5772082,52,4.644777,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,52,,,,2,157,,,0.846,22,15-Jul-11,11-Apr-13,,30,0.029816,52,0.3129548,,,382,,,0.67,17,12-Feb-10,14-Jun-11,,107,0.1156222,52,0.6383851,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,52,,,,20,231,,,0.851,10,23-May-12,22-Feb-13,,60,0.2809835,52,1.896978,,,300,,,0.755,39,24-Feb-09,24-Apr-12,,30,0.4210821,52,4.49104,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,52,,,,3,460,,,0.722,19,5-Oct-11,4-Apr-13,,67,0.0589944,52,0.392164,,,561,,,0.737,32,4-Feb-09,6-Sep-11,,54,0.0762619,52,0.6987764,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
OVYM2X,OAKLAND,52,,,,4,377,,,0.583,19,21-Sep-11,21-Mar-13,,53,0.0765469,52,0.3729579,,,437,,,0.717,32,21-Jan-09,22-Aug-11,,56,0.1069548,52,0.9315697,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,52,,,,5,225,,,0.819,22,1-Jul-11,30-Mar-13,,43,0.067047,52,0.6384477,,,306,,,0.766,29,29-Jan-09,1-Jun-11,,36,0.0766517,52,0.7212281,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,52,,,,6,204,,,0.916,15,30-Jan-12,31-Mar-13,,47,0.03836,52,0.4562161,,,220,,,0.872,36,29-Jan-09,29-Dec-11,,40,0.0355034,52,0.5393388,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,52,,,,8,406,,,0.771,14,12-Feb-12,13-Mar-13,,82,0.2434821,52,1.546077,,,490,,,0.511,37,12-Jan-09,11-Jan-12,,92,0.3319599,52,2.005892,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,52,,,,9,283,,,0.807,21,2-Aug-11,1-Apr-13,,50,0.0456896,52,0.406736,,,418,,,0.769,30,1-Feb-09,4-Jul-11,,62,0.0793192,52,0.7656522,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,53,,,,1,522,,,0.837,21,17-Aug-11,17-Apr-13,,64,0.0421004,53,0.4160256,,,490,,,0.933,30,17-Feb-09,19-Jul-11,,36,0.0303566,53,0.6012534,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,53,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,53,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,53,,,,13,153,,,0.966,5,27-Aug-12,27-Dec-12,,33,0.9152085,53,8.433097,,,304,,,0.49,30,2-Mar-10,27-Jul-12,,60,0.7507957,53,3.89142,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,53,,,,14,140,,,0.793,19,25-Jun-12,23-Dec-13,,49,0.1243919,53,1.003544,,,388,,,0.456,28,26-Feb-10,24-May-12,,102,0.3568978,53,1.666829,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,53,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,53,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,53,,,,17,270,,,0.82,10,8-Jun-12,11-Mar-13,,104,0.1812261,53,1.092915,,,404,,,0.744,40,9-Feb-09,9-May-12,,54,0.1188896,53,1.250632,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,53,,,,18b,265,,,0.948,11,8-May-12,8-Mar-13,,30,0.0552882,53,0.7065014,,,386,,,0.757,15,8-Feb-11,6-Apr-12,,64,0.1246138,53,0.7937294,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,53,,,,19b,214,,,0.919,11,7-May-12,7-Mar-13,,31,0.1241074,53,1.257919,,,301,,,0.726,39,5-Feb-09,5-Apr-12,,35,0.3113725,53,3.086271,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,53,,,,2,146,,,0.876,22,15-Jul-11,11-Apr-13,,27,0.0231798,53,0.2758882,,,344,,,0.721,17,12-Feb-10,14-Jun-11,,101,0.0924304,53,0.5749128,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,53,,,,20,221,,,0.876,10,23-May-12,22-Feb-13,,55,0.1862678,53,1.402947,,,292,,,0.772,39,24-Feb-09,24-Apr-12,,29,0.2454804,53,2.749313,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,53,,,,3,440,,,0.757,19,5-Oct-11,4-Apr-13,,63,0.0483875,53,0.3524367,,,541,,,0.766,32,4-Feb-09,6-Sep-11,,52,0.0603229,53,0.5978769,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
OVYM2X,OAKLAND,53,,,,4,356,,,0.649,19,21-Sep-11,21-Mar-13,,50,0.0590159,53,0.3309365,,,408,,,0.767,32,21-Jan-09,22-Aug-11,,52,0.0782523,53,0.7774401,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,53,,,,5,204,,,0.864,22,1-Jul-11,30-Mar-13,,38,0.048106,53,0.5424898,,,280,,,0.826,29,29-Jan-09,1-Jun-11,,32,0.0538359,53,0.6101223,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,53,,,,6,184,,,0.933,15,30-Jan-12,31-Mar-13,,43,0.0302705,53,0.4063232,,,194,,,0.896,36,29-Jan-09,29-Dec-11,,37,0.0280666,53,0.4797562,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,53,,,,8,394,,,0.785,14,12-Feb-12,13-Mar-13,,80,0.1834985,53,1.214877,,,453,,,0.566,37,12-Jan-09,11-Jan-12,,88,0.2398787,53,1.619851,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,53,,,,9,263,,,0.845,21,2-Aug-11,1-Apr-13,,45,0.0360917,53,0.3671373,,,388,,,0.811,30,1-Feb-09,4-Jul-11,,58,0.06111,53,0.6688716,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,54,,,,1,503,,,0.857,21,17-Aug-11,17-Apr-13,,61,0.0355916,54,0.3798285,,,470,,,0.947,30,17-Feb-09,19-Jul-11,,33,0.0237258,54,0.5329091,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,54,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,54,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,54,,,,13,153,,,0.966,5,27-Aug-12,27-Dec-12,,33,0.5218297,54,4.808347,,,286,,,0.555,30,2-Mar-10,27-Jul-12,,57,0.433954,54,2.56624,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,54,,,,14,137,,,0.787,19,25-Jun-12,23-Dec-13,,50,0.1038124,54,0.8239851,,,355,,,0.502,28,26-Feb-10,24-May-12,,100,0.2686735,54,1.376707,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,54,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,54,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,54,,,,17,262,,,0.834,10,8-Jun-12,11-Mar-13,,101,0.1436206,54,0.9089828,,,375,,,0.788,40,9-Feb-09,9-May-12,,50,0.0859417,54,1.022385,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,54,,,,18b,261,,,0.956,11,8-May-12,8-Mar-13,,28,0.0421488,54,0.5862509,,,368,,,0.793,15,8-Feb-11,6-Apr-12,,60,0.0905749,54,0.6397769,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
