account_id,station_name,basetemp,nac_pre,nac_post,savings,site_number,station,base_post,nacc,cvnac_post,r2_post,nreads_post,begdate_post,enddate_post,ltcdd_post,sebs_post,secpdd_post,trefc_post,cpdd_post,senac_post,senacc_post,base_pre,cvnac_pre,r2_pre,nreads_pre,begdate_pre,enddate_pre,ltcdd_pre,sebs_pre,secpdd_pre,trefc_pre,cpdd_pre,senac_pre,senacc_pre,iou_id,retrofit_start_date,retrofit_end_date,zipcode,ca_climate_zone,station_id,station_number,isvalid
"FBDDJ3","NAPA-CO",75,3660,3431,229.4099,"6","NAPA-CO",3419,12,0.031,0.025,14,29feb2012,31mar2013,2,110,10.47413,75,5.762772,107,21,3641,0.023,0.032,36,29jan2009,29dec2011,2,87,9.170484,75,9.662041,83,18,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",75,10165,9115,1049.438,"8","SAN-JOSE-REID",9283,-168,0.053,0.396,12,11apr2012,13mar2013,28,523,2.341697,75,-5.989855,484,66,10241,0.031,0.183,35,12jan2009,11jan2012,28,334,.9952536,75,-2.703382,319,28,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",75,16957,14463,2494.583,"9","CONCORD",13753,710,0.072,0.024,18,31oct2011,01apr2013,79,416,14.39143,75,8.988561,1047,1137,16190,0.033,0.110,30,01feb2009,04jul2011,79,650,5.217776,75,9.713824,563,412,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",76,,,,"1","MARYSVILLE-BEALE-AFB",12844,,,0.024,7,16nov2011,16may2012,,790,52.08493,76,-18.36783,,,12935,,0.742,30,17feb2009,19jul2011,,481,1.175332,76,10.55116,,,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",76,,,,"11b","SANDBERG",4653,,,0.026,16,10aug2012,12nov2013,,623,1.345087,76,.8201262,,,4836,,0.181,43,11feb2008,11aug2011,,346,1.901789,76,5.715897,,,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",76,,,,"12b","LOS-ANGELES-DOWNTOWN",5974,,,0.252,22,29feb2012,26nov2013,,387,3.340082,76,8.669289,,,7277,,0.061,44,28mar2008,27sep2011,,561,3.941061,76,6.530731,,,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",76,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",76,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",76,,,,"15","LOS-ANGELES-DOWNTOWN",7306,,,0.372,27,27sep2011,26nov2013,,468,4.432483,76,17.05702,,,8001,,0.013,42,28mar2008,28jul2011,,641,4.148266,76,3.034583,,,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",76,,,,"16","VAN-NUYS",7810,,,0.402,21,07mar2012,04nov2013,,493,.7562636,76,2.70117,,,9444,,0.012,46,05mar2008,04nov2011,,989,2.250993,76,1.666433,,,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",76,,,,"17","CAMP-PENDLETON",4045,,,0.059,9,10jul2012,11mar2013,,295,4.023195,76,2.660679,,,3840,,0.170,40,09feb2009,09may2012,,132,9.055333,76,25.225,,,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",76,,,,"18b","CAMP-PENDLETON",7660,,,0.061,10,07jun2012,08mar2013,,1523,21.07072,76,15.24591,,,6321,,0.328,15,08feb2011,06apr2012,,631,35.48167,76,89.29263,,,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",76,,,,"19b","SAN-DIEGO-MONTGOMER",3982,,,0.855,8,06aug2012,07mar2013,,294,2.351909,76,13.96403,,,4271,,0.535,39,05feb2009,05apr2012,,177,1.052628,76,6.868892,,,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",76,,,,"2","LIVERMORE",5305,,,0.156,20,13sep2011,11apr2013,,143,1.77371,76,-3.241231,,,4926,,0.004,17,12feb2010,14jun2011,,141,1.958354,76,-.4803596,,,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",76,,,,"20","SAN-DIEGO-MONTGOMER",8587,,,0.672,9,22jun2012,22feb2013,,264,2.478522,76,9.381232,,,8849,,0.110,39,24feb2009,24apr2012,,188,1.104879,76,2.361845,,,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",76,,,,"3","CONCORD",9003,,,0.126,17,05dec2011,04apr2013,,410,22.40969,76,-32.92276,,,9055,,0.047,32,04feb2009,06sep2011,,300,2.848502,76,-3.450694,,,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",76,,,,"4","OAKLAND",5712,,,0.000,16,20nov2011,21mar2013,,276,0,76,0,,,5202,,0.000,32,21jan2009,22aug2011,,238,26.84506,76,-1.765396,,,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",76,,,,"5","SAN-JOSE-INTL",5850,,,0.157,19,29sep2011,31mar2013,,143,27.24137,76,-48.50731,,,5375,,0.163,29,29jan2009,01jun2011,,104,2.080386,76,-4.774563,,,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",76,,,,"6","NAPA-CO",3419,,,0.025,14,29feb2012,31mar2013,,110,15.46178,76,8.506935,,,3634,,0.077,36,29jan2009,29dec2011,,84,16.46566,76,27.64404,,,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",76,,,,"8","SAN-JOSE-REID",9237,,,0.387,12,11apr2012,13mar2013,,518,2.891677,76,-7.261419,,,10218,,0.175,35,12jan2009,11jan2012,,334,1.200803,76,-3.17234,,,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",76,,,,"9","CONCORD",13749,,,0.037,18,31oct2011,01apr2013,,403,23.12576,76,18.13338,,,16240,,0.098,30,01feb2009,04jul2011,,650,6.91985,76,12.08311,,,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",77,,,,"1","MARYSVILLE-BEALE-AFB",12844,,,0.024,7,16nov2011,16may2012,,790,75.76332,77,-26.71804,,,13078,,0.714,30,17feb2009,19jul2011,,501,1.50519,77,12.57008,,,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",77,,,,"11b","SANDBERG",4724,,,0.014,16,10aug2012,12nov2013,,615,1.667285,77,.7344544,,,4906,,0.151,43,11feb2008,11aug2011,,347,2.57808,77,6.959421,,,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",77,,,,"12b","LOS-ANGELES-DOWNTOWN",5995,,,0.250,22,29feb2012,26nov2013,,385,4.921313,77,12.6953,,,7346,,0.051,44,28mar2008,27sep2011,,555,4.922502,77,7.389375,,,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",77,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",77,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",77,,,,"15","LOS-ANGELES-DOWNTOWN",7365,,,0.337,27,27sep2011,26nov2013,,478,6.699394,77,23.87836,,,8018,,0.013,42,28mar2008,28jul2011,,632,5.150344,77,3.725898,,,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",77,,,,"16","VAN-NUYS",7884,,,0.367,21,07mar2012,04nov2013,,502,.9213281,77,3.054609,,,9474,,0.012,46,05mar2008,04nov2011,,976,2.693834,77,1.938757,,,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",77,,,,"17","CAMP-PENDLETON",4076,,,0.025,9,10jul2012,11mar2013,,297,4.447128,77,1.869038,,,3859,,0.134,40,09feb2009,09may2012,,134,17.04415,77,41.25792,,,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",77,,,,"18b","CAMP-PENDLETON",7803,,,0.030,10,07jun2012,08mar2013,,1531,23.28584,77,11.6386,,,6321,,0.328,15,08feb2011,06apr2012,,631,59.13613,77,148.8211,,,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",77,,,,"19b","SAN-DIEGO-MONTGOMER",4056,,,0.748,8,06aug2012,07mar2013,,385,4.697481,77,19.81103,,,4335,,0.445,39,05feb2009,05apr2012,,192,1.394972,77,7.604465,,,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",77,,,,"2","LIVERMORE",5283,,,0.130,20,13sep2011,11apr2013,,142,2.479776,77,-4.064928,,,4921,,0.002,17,12feb2010,14jun2011,,140,2.589376,77,-.4423161,,,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",77,,,,"20","SAN-DIEGO-MONTGOMER",8627,,,0.672,9,22jun2012,22feb2013,,259,3.545837,77,13.42016,,,8851,,0.131,39,24feb2009,24apr2012,,184,1.323442,77,3.126294,,,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",77,,,,"3","CONCORD",8961,,,0.108,17,05dec2011,04apr2013,,408,43.28717,77,-58.39357,,,9030,,0.038,32,04feb2009,06sep2011,,298,3.697524,77,-4.028118,,,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",77,,,,"4","OAKLAND",5712,,,0.000,16,20nov2011,21mar2013,,276,0,77,0,,,5203,,0.000,32,21jan2009,22aug2011,,238,53.56662,77,-4.874141,,,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",77,,,,"5","SAN-JOSE-INTL",5847,,,0.327,19,29sep2011,31mar2013,,124,87.79539,77,-252.4528,,,5363,,0.146,29,29jan2009,01jun2011,,104,2.650849,77,-5.692289,,,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",77,,,,"6","NAPA-CO",3419,,,0.025,14,29feb2012,31mar2013,,110,29.51797,77,16.24053,,,3642,,0.081,36,29jan2009,29dec2011,,82,35.83921,77,62.04811,,,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",77,,,,"8","SAN-JOSE-REID",9168,,,0.366,12,11apr2012,13mar2013,,515,3.664436,77,-8.801958,,,10192,,0.165,35,12jan2009,11jan2012,,333,1.470198,77,-3.753977,,,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",77,,,,"9","CONCORD",13743,,,0.056,18,31oct2011,01apr2013,,394,43.62522,77,42.46704,,,16328,,0.077,30,01feb2009,04jul2011,,651,9.089451,77,13.87691,,,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",78,,,,"1","MARYSVILLE-BEALE-AFB",12844,,,0.024,7,16nov2011,16may2012,,790,138.902,78,-48.98399,,,13243,,0.672,30,17feb2009,19jul2011,,529,1.973544,78,14.96191,,,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",78,,,,"11b","SANDBERG",4791,,,0.005,16,10aug2012,12nov2013,,604,2.106864,78,.5545605,,,4991,,0.110,43,11feb2008,11aug2011,,351,3.645209,78,8.211681,,,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",78,,,,"12b","LOS-ANGELES-DOWNTOWN",6006,,,0.256,22,29feb2012,26nov2013,,381,7.739789,78,20.29408,,,7408,,0.040,44,28mar2008,27sep2011,,551,6.206822,78,8.25313,,,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",78,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",78,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",78,,,,"15","LOS-ANGELES-DOWNTOWN",7419,,,0.298,27,27sep2011,26nov2013,,490,10.86935,78,35.39289,,,8035,,0.012,42,28mar2008,28jul2011,,626,6.486993,78,4.534755,,,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",78,,,,"16","VAN-NUYS",7961,,,0.328,21,07mar2012,04nov2013,,512,1.14393,78,3.485431,,,9501,,0.011,46,05mar2008,04nov2011,,963,3.257262,78,2.279227,,,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",78,,,,"17","CAMP-PENDLETON",4093,,,0.011,9,10jul2012,11mar2013,,296,4.742319,78,1.293953,,,3882,,0.098,40,09feb2009,09may2012,,135,40.21294,78,81.76252,,,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",78,,,,"18b","CAMP-PENDLETON",7883,,,0.016,10,07jun2012,08mar2013,,1532,24.86534,78,8.998968,,,6321,,0.328,15,08feb2011,06apr2012,,631,121.9682,78,306.9433,,,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",78,,,,"19b","SAN-DIEGO-MONTGOMER",4171,,,0.604,8,06aug2012,07mar2013,,478,8.965406,78,27.09482,,,4389,,0.371,39,05feb2009,05apr2012,,203,1.821629,78,8.507915,,,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",78,,,,"2","LIVERMORE",5248,,,0.090,20,13sep2011,11apr2013,,140,3.512381,78,-4.693727,,,4917,,0.001,17,12feb2010,14jun2011,,139,3.650726,78,-.4289941,,,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",78,,,,"20","SAN-DIEGO-MONTGOMER",8685,,,0.648,9,22jun2012,22feb2013,,262,5.258515,78,18.87893,,,8856,,0.152,39,24feb2009,24apr2012,,181,1.604479,78,4.135767,,,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",78,,,,"3","CONCORD",8911,,,0.080,17,05dec2011,04apr2013,,408,84.12115,78,-95.93142,,,9009,,0.030,32,04feb2009,06sep2011,,296,4.829972,78,-4.689079,,,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",78,,,,"4","OAKLAND",5712,,,0.000,16,20nov2011,21mar2013,,276,0,78,0,,,5205,,0.001,32,21jan2009,22aug2011,,235,120.3366,78,-19.45354,,,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",78,,,,"5","SAN-JOSE-INTL",5764,,,0.000,19,29sep2011,31mar2013,,143,0,78,0,,,5354,,0.129,29,29jan2009,01jun2011,,104,3.530232,78,-7.047586,,,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",78,,,,"6","NAPA-CO",3419,,,0.025,14,29feb2012,31mar2013,,110,324.6966,78,178.6452,,,3645,,0.085,36,29jan2009,29dec2011,,82,398.3321,78,706.1331,,,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",78,,,,"8","SAN-JOSE-REID",9078,,,0.334,12,11apr2012,13mar2013,,513,4.842628,78,-10.84064,,,10161,,0.153,35,12jan2009,11jan2012,,332,1.819719,78,-4.450662,,,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",78,,,,"9","CONCORD",13737,,,0.095,18,31oct2011,01apr2013,,380,81.84586,78,106.0778,,,16409,,0.058,30,01feb2009,04jul2011,,651,11.99378,78,15.71795,,,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",79,,,,"1","MARYSVILLE-BEALE-AFB",12844,,,0.024,7,16nov2011,16may2012,,790,833.5815,79,-293.9637,,,13388,,0.629,30,17feb2009,19jul2011,,558,2.644975,79,18.22279,,,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",79,,,,"11b","SANDBERG",4850,,,0.001,16,10aug2012,12nov2013,,589,2.70007,79,.2436505,,,5096,,0.064,43,11feb2008,11aug2011,,353,5.394334,79,9.066754,,,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",79,,,,"12b","LOS-ANGELES-DOWNTOWN",6040,,,0.253,22,29feb2012,26nov2013,,377,12.61055,79,32.85528,,,7483,,0.028,44,28mar2008,27sep2011,,546,7.982714,79,8.852027,,,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",79,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",79,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",79,,,,"15","LOS-ANGELES-DOWNTOWN",7558,,,0.211,27,27sep2011,26nov2013,,514,18.74522,79,48.41072,,,8055,,0.011,42,28mar2008,28jul2011,,618,8.365337,79,5.667692,,,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",79,,,,"16","VAN-NUYS",8029,,,0.293,21,07mar2012,04nov2013,,521,1.438437,79,4.032541,,,9534,,0.010,46,05mar2008,04nov2011,,949,4.01861,79,2.70721,,,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",79,,,,"17","CAMP-PENDLETON",4093,,,0.011,9,10jul2012,11mar2013,,296,5.073949,79,1.384439,,,3916,,0.038,40,09feb2009,09may2012,,138,116.3586,79,141.7761,,,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",79,,,,"18b","CAMP-PENDLETON",7883,,,0.016,10,07jun2012,08mar2013,,1532,26.60418,79,9.628267,,,6321,,0.328,15,08feb2011,06apr2012,,631,325.2497,79,818.5185,,,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",79,,,,"19b","SAN-DIEGO-MONTGOMER",4404,,,0.348,8,06aug2012,07mar2013,,595,15.82655,79,28.29779,,,4428,,0.321,39,05feb2009,05apr2012,,210,2.334675,79,9.770187,,,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",79,,,,"2","LIVERMORE",5219,,,0.046,20,13sep2011,11apr2013,,140,5.152225,79,-4.818317,,,4916,,0.001,17,12feb2010,14jun2011,,138,5.240857,79,-.4649554,,,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",79,,,,"20","SAN-DIEGO-MONTGOMER",8752,,,0.601,9,22jun2012,22feb2013,,272,7.817536,79,25.37166,,,8863,,0.161,39,24feb2009,24apr2012,,179,2.013709,79,5.373272,,,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",79,,,,"3","CONCORD",8911,,,0.080,17,05dec2011,04apr2013,,408,224.3252,79,-255.8195,,,8987,,0.024,32,04feb2009,06sep2011,,294,6.618046,79,-5.624209,,,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",79,,,,"4","OAKLAND",5712,,,0.000,16,20nov2011,21mar2013,,276,0,79,0,,,5198,,0.000,32,21jan2009,22aug2011,,228,0,79,0,,,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",79,,,,"5","SAN-JOSE-INTL",5764,,,0.000,19,29sep2011,31mar2013,,143,0,79,0,,,5339,,0.101,29,29jan2009,01jun2011,,104,5.073087,79,-8.828913,,,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",79,,,,"6","NAPA-CO",3435,,,0.000,14,29feb2012,31mar2013,,104,0,79,0,,,3669,,0.000,36,29jan2009,29dec2011,,83,0,79,0,,,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",79,,,,"8","SAN-JOSE-REID",9061,,,0.330,12,11apr2012,13mar2013,,511,6.582612,79,-14.62113,,,10130,,0.142,35,12jan2009,11jan2012,,331,2.281857,79,-5.341047,,,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",79,,,,"9","CONCORD",13737,,,0.095,18,31oct2011,01apr2013,,380,218.2577,79,282.8767,,,16513,,0.036,30,01feb2009,04jul2011,,650,16.44942,79,16.92266,,,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",80,,,,"1","MARYSVILLE-BEALE-AFB",12739,,,0.000,7,16nov2011,16may2012,,676,0,80,0,,,13521,,0.590,30,17feb2009,19jul2011,,581,3.577542,80,22.71717,,,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",80,,,,"11b","SANDBERG",4890,,,0.000,16,10aug2012,12nov2013,,568,3.46994,80,-.1984158,,,5181,,0.034,43,11feb2008,11aug2011,,352,8.194851,80,9.79128,,,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",80,,,,"12b","LOS-ANGELES-DOWNTOWN",5960,,,0.383,22,29feb2012,26nov2013,,343,19.41157,80,68.38171,,,7569,,0.016,44,28mar2008,27sep2011,,537,9.91112,80,8.174155,,,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",80,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",80,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",80,,,,"15","LOS-ANGELES-DOWNTOWN",7523,,,0.272,27,27sep2011,26nov2013,,490,30.52384,80,93.21613,,,8082,,0.010,42,28mar2008,28jul2011,,606,10.44693,80,6.802803,,,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",80,,,,"16","VAN-NUYS",8094,,,0.258,21,07mar2012,04nov2013,,530,1.869518,80,4.800094,,,9579,,0.009,46,05mar2008,04nov2011,,934,5.027934,80,3.113128,,,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",80,,,,"17","CAMP-PENDLETON",4093,,,0.011,9,10jul2012,11mar2013,,296,5.45545,80,1.488532,,,3943,,0.000,40,09feb2009,09may2012,,137,0,80,0,,,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",80,,,,"18b","CAMP-PENDLETON",7883,,,0.016,10,07jun2012,08mar2013,,1532,28.60449,80,10.3522,,,6729,,0.000,15,08feb2011,06apr2012,,717,0,80,0,,,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
