account_id,station_name,basetemp,nac_pre,nac_post,savings,site_number,station,base_post,nacc,cvnac_post,r2_post,nreads_post,begdate_post,enddate_post,ltcdd_post,sebs_post,secpdd_post,trefc_post,cpdd_post,senac_post,senacc_post,base_pre,cvnac_pre,r2_pre,nreads_pre,begdate_pre,enddate_pre,ltcdd_pre,sebs_pre,secpdd_pre,trefc_pre,cpdd_pre,senac_pre,senacc_pre,iou_id,retrofit_start_date,retrofit_end_date,zipcode,ca_climate_zone,station_id,station_number,isvalid
"9IC5HT","MARYSVILLE-BEALE-AFB",55,15987,11865,4122.154,"1","MARYSVILLE-BEALE-AFB",12987,-1123,0.137,0.066,7,16nov2011,16may2012,3668,828,.5129715,55,-.3060753,1631,1882,11410,0.026,0.754,30,17feb2009,19jul2011,3668,568,.1345372,55,1.247754,418,493,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",55,5418,4511,906.5278,"11b","SANDBERG",3755,756,0.108,0.223,16,10aug2012,12nov2013,2491,719,.1515001,55,.3035842,487,377,4160,0.050,0.370,43,11feb2008,11aug2011,2491,358,.102969,55,.5048111,271,256,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",55,6951,6069,882.0269,"12b","LOS-ANGELES-DOWNTOWN",4564,1504,0.058,0.326,22,29feb2012,26nov2013,2953,676,.1639058,55,.5094476,350,484,3844,0.064,0.349,44,28mar2008,27sep2011,2953,914,.2216658,55,1.052174,443,655,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",55,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",55,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",55,7876,7733,142.21,"15","LOS-ANGELES-DOWNTOWN",5480,2253,0.058,0.337,27,27sep2011,26nov2013,2953,843,.2141775,55,.7630978,447,632,6357,0.074,0.071,42,28mar2008,28jul2011,2953,1195,.2931443,55,.5142822,585,866,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",55,9787,8215,1572.065,"16","VAN-NUYS",6174,2040,0.051,0.464,21,07mar2012,04nov2013,3573,747,.1408731,55,.5710576,417,503,9097,0.085,0.008,46,05mar2008,04nov2011,3573,1539,.3338235,55,.1929891,834,1193,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",55,3949,4063,-113.3386,"17","CAMP-PENDLETON",3929,133,0.072,0.042,9,10jul2012,11mar2013,2085,439,.1146991,55,.0639109,293,239,3834,0.035,0.013,40,09feb2009,09may2012,2085,205,.0773888,55,.0550488,138,161,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",55,7175,6593,581.9795,"18b","CAMP-PENDLETON",3392,3200,0.132,0.704,10,07jun2012,08mar2013,2085,1335,.3522097,55,1.534988,867,734,4725,0.068,0.593,15,08feb2011,06apr2012,2085,661,.269991,55,1.17499,485,563,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",55,4535,4419,115.5942,"19b","SAN-DIEGO-MONTGOMER",3220,1200,0.104,0.583,8,06aug2012,07mar2013,2512,707,.1647812,55,.4775297,458,414,3084,0.036,0.566,39,05feb2009,05apr2012,2512,274,.0832008,55,.5776864,164,209,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",55,4873,5156,-282.9653,"2","LIVERMORE",5589,-434,0.019,0.493,20,13sep2011,11apr2013,2181,138,.0475352,55,-.1987968,98,104,5000,0.027,0.041,17,12feb2010,14jun2011,2181,167,.0721779,55,-.0581248,134,157,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",55,8974,8909,64.99707,"20","SAN-DIEGO-MONTGOMER",8423,485,0.043,0.191,9,22jun2012,22feb2013,2512,634,.1501805,55,.1932329,386,377,9162,0.021,0.016,39,24feb2009,24apr2012,2512,317,.0976877,55,-.0751711,189,245,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",55,8834,8529,304.9619,"3","CONCORD",9306,-777,0.049,0.140,17,05dec2011,04apr2013,2504,502,.1990097,55,-.3103697,420,498,9743,0.027,0.269,32,04feb2009,06sep2011,2504,347,.1092106,55,-.3627819,234,273,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",55,5203,5444,-241.6963,"4","OAKLAND",6289,-845,0.051,0.246,16,20nov2011,21mar2013,1228,366,.3217292,55,-.687746,277,395,5940,0.037,0.309,32,21jan2009,22aug2011,1228,280,.1639883,55,-.600346,193,201,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",55,5234,5709,-475.2866,"5","SAN-JOSE-INTL",6024,-314,0.024,0.170,19,29sep2011,31mar2013,2069,193,.0813451,55,-.1518785,137,168,5592,0.016,0.323,29,29jan2009,01jun2011,2069,123,.0482338,55,-.1731836,85,100,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",55,3679,3400,278.8362,"6","NAPA-CO",3605,-205,0.029,0.196,14,29feb2012,31mar2013,1487,139,.0807235,55,-.1381192,99,120,3614,0.023,0.013,36,29jan2009,29dec2011,1487,117,.064987,55,.0438417,85,97,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",55,10147,9019,1128.446,"8","SAN-JOSE-REID",10073,-1054,0.044,0.525,12,11apr2012,13mar2013,2208,610,.1435422,55,-.4771817,399,317,11087,0.024,0.411,35,12jan2009,11jan2012,2208,368,.0885992,55,-.4254107,248,196,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",55,17080,13804,3275.986,"9","CONCORD",13956,-152,0.031,0.005,18,31oct2011,01apr2013,2504,524,.2105806,55,-.0607181,424,527,15197,0.030,0.252,30,01feb2009,04jul2011,2504,734,.2450437,55,.7521522,518,614,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",56,16018,11898,4119.91,"1","MARYSVILLE-BEALE-AFB",12955,-1057,0.143,0.056,7,16nov2011,16may2012,3442,822,.5640603,56,-.3071851,1704,1941,11483,0.025,0.771,30,17feb2009,19jul2011,3442,541,.1358819,56,1.317471,404,468,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",56,5426,4525,900.7646,"11b","SANDBERG",3795,730,0.107,0.218,16,10aug2012,12nov2013,2332,710,.1582487,56,.3129515,486,369,4182,0.050,0.371,43,11feb2008,11aug2011,2332,354,.1084945,56,.5330955,271,253,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",56,6942,6064,877.5952,"12b","LOS-ANGELES-DOWNTOWN",4686,1378,0.058,0.327,22,29feb2012,26nov2013,2635,641,.1678617,56,.5229588,350,442,4086,0.064,0.354,44,28mar2008,27sep2011,2635,861,.2258623,56,1.083913,442,595,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",56,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",56,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",56,7872,7716,156.2407,"15","LOS-ANGELES-DOWNTOWN",5610,2106,0.058,0.348,27,27sep2011,26nov2013,2635,796,.2189001,56,.7992447,444,577,6478,0.074,0.072,42,28mar2008,28jul2011,2635,1129,.2996665,56,.528924,585,790,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",56,9786,8213,1573.446,"16","VAN-NUYS",6278,1935,0.051,0.468,21,07mar2012,04nov2013,3287,720,.143902,56,.5885805,416,473,9113,0.085,0.008,46,05mar2008,04nov2011,3287,1484,.3436464,56,.2046805,834,1130,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",56,3951,4054,-102.7878,"17","CAMP-PENDLETON",3917,137,0.072,0.052,9,10jul2012,11mar2013,1840,427,.1199933,56,.0742618,293,221,3816,0.035,0.021,40,09feb2009,09may2012,1840,197,.0818944,56,.0736369,138,151,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",56,7185,6543,641.5615,"18b","CAMP-PENDLETON",3549,2995,0.130,0.716,10,07jun2012,08mar2013,1840,1272,.3624304,56,1.627509,852,667,4821,0.065,0.623,15,08feb2011,06apr2012,1840,615,.2770736,56,1.284878,467,510,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",56,4530,4390,139.9536,"19b","SAN-DIEGO-MONTGOMER",3278,1112,0.103,0.600,8,06aug2012,07mar2013,2217,672,.1671713,56,.5015813,451,371,3180,0.035,0.588,39,05feb2009,05apr2012,2217,253,.0838376,56,.60901,160,186,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",56,4873,5154,-281.126,"2","LIVERMORE",5572,-418,0.019,0.483,20,13sep2011,11apr2013,1983,137,.0514156,56,-.2106917,99,102,4991,0.028,0.038,17,12feb2010,14jun2011,1983,163,.0778434,56,-.0598341,135,154,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",56,8973,8893,80.33496,"20","SAN-DIEGO-MONTGOMER",8428,464,0.043,0.209,9,22jun2012,22feb2013,2217,605,.1539358,56,.2094013,384,341,9121,0.021,0.012,39,24feb2009,24apr2012,2217,301,.101339,56,-.0666826,190,225,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",56,8829,8530,298.5557,"3","CONCORD",9272,-742,0.050,0.132,17,05dec2011,04apr2013,2286,496,.215319,56,-.3245629,424,492,9693,0.027,0.258,32,04feb2009,06sep2011,2286,342,.1169257,56,-.378012,236,267,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",56,5202,5427,-224.2397,"4","OAKLAND",6234,-807,0.053,0.221,16,20nov2011,21mar2013,1021,363,.3968099,56,-.7904903,290,405,5844,0.038,0.271,32,21jan2009,22aug2011,1021,277,.1883375,56,-.6286018,198,192,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",56,5234,5709,-475.1958,"5","SAN-JOSE-INTL",6010,-301,0.024,0.167,19,29sep2011,31mar2013,1841,189,.0885722,56,-.1634456,137,163,5571,0.016,0.316,29,29jan2009,01jun2011,1841,120,.0520186,56,-.1835075,86,96,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",56,3682,3398,283.6863,"6","NAPA-CO",3590,-191,0.030,0.175,14,29feb2012,31mar2013,1294,138,.0926436,56,-.1479807,101,120,3604,0.023,0.020,36,29jan2009,29dec2011,1294,115,.0727456,56,.0603629,85,94,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",56,10135,9010,1125.448,"8","SAN-JOSE-REID",9986,-976,0.045,0.512,12,11apr2012,13mar2013,1985,602,.1517743,56,-.4916829,404,301,10997,0.025,0.396,35,12jan2009,11jan2012,1985,362,.093232,56,-.4339486,250,185,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",56,17096,13809,3287.003,"9","CONCORD",13939,-130,0.031,0.004,18,31oct2011,01apr2013,2286,516,.2279601,56,-.0570793,427,521,15262,0.030,0.253,30,01feb2009,04jul2011,2286,717,.2603181,56,.8022763,519,595,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",57,16054,11940,4114.091,"1","MARYSVILLE-BEALE-AFB",12924,-985,0.149,0.046,7,16nov2011,16may2012,3225,816,.6227739,57,-.305379,1784,2008,11552,0.024,0.787,30,17feb2009,19jul2011,3225,515,.1373915,57,1.395728,391,443,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",57,5433,4536,896.8013,"11b","SANDBERG",3832,704,0.107,0.214,16,10aug2012,12nov2013,2176,702,.1658691,57,.3237076,486,361,4205,0.050,0.371,43,11feb2008,11aug2011,2176,351,.1147487,57,.5645987,271,250,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",57,6939,6060,879.873,"12b","LOS-ANGELES-DOWNTOWN",4793,1267,0.058,0.329,22,29feb2012,26nov2013,2336,609,.1730402,57,.5422002,350,404,4315,0.063,0.360,44,28mar2008,27sep2011,2336,810,.2311621,57,1.12358,440,540,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",57,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",57,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",57,7871,7698,173.2021,"15","LOS-ANGELES-DOWNTOWN",5721,1977,0.057,0.361,27,27sep2011,26nov2013,2336,753,.2250993,57,.8462468,440,526,6589,0.074,0.074,42,28mar2008,28jul2011,2336,1067,.3077984,57,.5484791,585,719,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",57,9787,8217,1570.278,"16","VAN-NUYS",6381,1836,0.050,0.473,21,07mar2012,04nov2013,3019,694,.1473403,57,.6081339,413,445,9131,0.085,0.008,46,05mar2008,04nov2011,3019,1434,.3551817,57,.2173268,833,1072,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",57,3954,4045,-91.00879,"17","CAMP-PENDLETON",3905,140,0.072,0.063,9,10jul2012,11mar2013,1616,414,.1258887,57,.0867178,292,203,3796,0.035,0.032,40,09feb2009,09may2012,1616,189,.0873857,57,.0977536,137,141,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",57,7200,6517,683.5059,"18b","CAMP-PENDLETON",3719,2798,0.128,0.728,10,07jun2012,08mar2013,1616,1211,.374478,57,1.731255,835,605,4907,0.062,0.654,15,08feb2011,06apr2012,1616,571,.2860658,57,1.418839,448,462,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",57,4526,4363,163.2144,"19b","SAN-DIEGO-MONTGOMER",3333,1030,0.101,0.619,8,06aug2012,07mar2013,1944,636,.1695784,57,.5298823,442,330,3263,0.034,0.615,39,05feb2009,05apr2012,1944,233,.084478,57,.6498233,155,164,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",57,4873,5152,-278.689,"2","LIVERMORE",5555,-403,0.019,0.472,20,13sep2011,11apr2013,1794,137,.0560333,57,-.2246173,100,101,4983,0.028,0.034,17,12feb2010,14jun2011,1794,160,.0847267,57,-.0612755,136,152,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",57,8972,8877,94.37012,"20","SAN-DIEGO-MONTGOMER",8433,444,0.043,0.230,9,22jun2012,22feb2013,1944,576,.1579887,57,.228428,380,307,9080,0.021,0.007,39,24feb2009,24apr2012,1944,288,.1060009,57,-.0555877,190,206,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",57,8825,8532,293.1748,"3","CONCORD",9240,-708,0.050,0.124,17,05dec2011,04apr2013,2074,491,.2347799,57,-.3415892,428,487,9648,0.027,0.248,32,04feb2009,06sep2011,2074,338,.126113,57,-.3967328,238,262,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",57,5203,5408,-205.5664,"4","OAKLAND",6179,-771,0.057,0.191,16,20nov2011,21mar2013,836,363,.5075127,57,-.9219449,306,424,5754,0.039,0.229,32,21jan2009,22aug2011,836,276,.2206261,57,-.6593771,203,184,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",57,5233,5707,-474.6924,"5","SAN-JOSE-INTL",5999,-292,0.024,0.166,19,29sep2011,31mar2013,1630,185,.0973673,57,-.1788401,138,159,5552,0.017,0.307,29,29jan2009,01jun2011,1630,117,.0566788,57,-.1959784,87,92,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",57,3686,3395,290.5698,"6","NAPA-CO",3575,-179,0.030,0.156,14,29feb2012,31mar2013,1116,136,.1080312,57,-.1608122,103,121,3595,0.023,0.028,36,29jan2009,29dec2011,1116,112,.0829665,57,.0817786,85,93,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",57,10126,9001,1124.739,"8","SAN-JOSE-REID",9904,-903,0.045,0.499,12,11apr2012,13mar2013,1774,594,.1612891,57,-.508987,409,286,10915,0.025,0.381,35,12jan2009,11jan2012,1774,357,.098699,57,-.4446975,254,175,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",57,17109,13814,3294.524,"9","CONCORD",13924,-110,0.031,0.003,18,31oct2011,01apr2013,2074,508,.2487908,57,-.053044,430,516,15323,0.030,0.254,30,01feb2009,04jul2011,2074,702,.2787618,57,.8607891,519,578,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",58,16091,11936,4154.564,"1","MARYSVILLE-BEALE-AFB",12910,-974,0.157,0.042,7,16nov2011,16may2012,3016,813,.6939837,58,-.3229941,1872,2093,11620,0.023,0.802,30,17feb2009,19jul2011,3016,489,.1392006,58,1.482431,377,420,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",58,5439,4548,891.5972,"11b","SANDBERG",3870,677,0.107,0.209,16,10aug2012,12nov2013,2022,694,.1744352,58,.3350607,486,353,4225,0.050,0.372,43,11feb2008,11aug2011,2022,348,.1218634,58,.6005362,271,246,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
"SEHDPS1526388359","LOS-ANGELES-DOWNTOWN",58,6943,6058,884.9058,"12b","LOS-ANGELES-DOWNTOWN",4892,1166,0.058,0.332,22,29feb2012,26nov2013,2058,580,.17949,58,.566525,349,369,4526,0.063,0.367,44,28mar2008,27sep2011,2058,764,.2380492,58,1.174207,436,490,"SEHDPS1526388359","10/10/11","2/28/12",91724,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526331746","LOS-ANGELES-DOWNTOWN",58,,,,"13","LOS-ANGELES-DOWNTOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526331746","8/13/12","10/1/12",91107,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SGHDPS1526215611","VAN-NUYS",58,,,,"14","VAN-NUYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGHDPS1526215611","6/11/12","9/20/12",91423,9,"VAN-NUYS_722886",722886,1
"SEHDPS1526388932","LOS-ANGELES-DOWNTOWN",58,7869,7685,184.3545,"15","LOS-ANGELES-DOWNTOWN",5828,1857,0.057,0.376,27,27sep2011,26nov2013,2058,712,.2327034,58,.9022569,435,479,6678,0.074,0.076,42,28mar2008,28jul2011,2058,1009,.3180343,58,.5786144,583,655,"SEHDPS1526388932","8/9/11","9/17/11",91790,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1
"SEHDPS1526388512","VAN-NUYS",58,9790,8226,1563.973,"16","VAN-NUYS",6481,1745,0.050,0.478,21,07mar2012,04nov2013,2768,668,.151242,58,.6304213,411,419,9152,0.085,0.009,46,05mar2008,04nov2011,2768,1386,.3686744,58,.2303169,832,1020,"SEHDPS1526388512","12/1/11","2/15/12",91321,9,"VAN-NUYS_722886",722886,1
"9264652903","CAMP-PENDLETON",58,3959,4036,-77.10864,"17","CAMP-PENDLETON",3892,144,0.072,0.078,9,10jul2012,11mar2013,1410,401,.1325902,58,.1020917,291,187,3776,0.034,0.048,40,09feb2009,09may2012,1410,182,.0938942,58,.1293281,136,132,"1386","5/22/12","6/19/12",92128,10,"CAMP-PENDLETON_722926",722926,1
"5708455284","CAMP-PENDLETON",58,7218,6505,712.8687,"18b","CAMP-PENDLETON",3897,2608,0.126,0.738,10,07jun2012,08mar2013,1410,1153,.3893639,58,1.849826,819,549,4986,0.059,0.685,15,08feb2011,06apr2012,1410,530,.2974424,58,1.582998,427,419,"5708455284","4/26/12","6/1/12",92040,10,"CAMP-PENDLETON_722926",722926,1
"9069281964","SAN-DIEGO-MONTGOMER",58,4523,4335,187.2271,"19b","SAN-DIEGO-MONTGOMER",3380,955,0.099,0.642,8,06aug2012,07mar2013,1693,600,.1721247,58,.5641201,431,291,3336,0.033,0.647,39,05feb2009,05apr2012,1693,214,.0850887,58,.701062,148,144,"9069281964","4/10/12","7/30/12",92115,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"E3RCZ8","LIVERMORE",58,4873,5150,-277.0552,"2","LIVERMORE",5540,-390,0.020,0.462,20,13sep2011,11apr2013,1613,136,.0614963,58,-.2416173,101,99,4977,0.028,0.031,17,12feb2010,14jun2011,1613,158,.0931652,58,-.0643052,137,150,"E3RCZ8","6/15/11","9/10/11",94526,12,"LIVERMORE_724927",724927,1
"9608731398","SAN-DIEGO-MONTGOMER",58,8970,8863,107.1172,"20","SAN-DIEGO-MONTGOMER",8439,424,0.042,0.254,9,22jun2012,22feb2013,1693,547,.162422,58,.250593,375,275,9042,0.021,0.004,39,24feb2009,24apr2012,1693,276,.1118026,58,-.042309,190,189,"1351","5/2/12","5/23/12",92117,7,"SAN-DIEGO-MONTGOMER_722903",722903,1
"NKP4ZU","CONCORD",58,8821,8533,288.1572,"3","CONCORD",9213,-679,0.051,0.116,17,05dec2011,04apr2013,1871,487,.2582351,58,-.3630923,431,483,9605,0.027,0.237,32,04feb2009,06sep2011,1871,335,.13703,58,-.4188778,240,256,"NKP4ZU","10/1/11","11/21/11",94556,12,"CONCORD_724936",724936,1
"OVYM2X","OAKLAND",58,5204,5406,-202.2798,"4","OAKLAND",6105,-699,0.061,0.147,16,20nov2011,21mar2013,671,365,.6705065,58,-1.041284,329,450,5668,0.040,0.188,32,21jan2009,22aug2011,671,275,.2624152,58,-.69141,209,176,"OVYM2X","8/23/11","10/27/11",94619,3,"OAKLAND_724930",724930,1
"4GY9LD","SAN-JOSE-INTL",58,5231,5704,-472.9263,"5","SAN-JOSE-INTL",5989,-285,0.024,0.165,19,29sep2011,31mar2013,1435,182,.1083385,58,-.1987199,138,155,5535,0.017,0.298,29,29jan2009,01jun2011,1435,116,.0625287,58,-.2116697,87,90,"4GY9LD","6/16/11","9/9/11",94087,4,"SAN-JOSE-INTL_724945",724945,1
"FBDDJ3","NAPA-CO",58,3691,3392,299.4734,"6","NAPA-CO",3562,-170,0.031,0.139,14,29feb2012,31mar2013,952,135,.1283331,58,-.1787466,105,122,3586,0.023,0.037,36,29jan2009,29dec2011,952,110,.0965492,58,.1098826,85,92,"FBDDJ3","1/17/12","2/15/12",94903,2,"NAPA-CO_724955",724955,1
"S812VL","SAN-JOSE-REID",58,10118,8992,1126.028,"8","SAN-JOSE-REID",9830,-837,0.046,0.486,12,11apr2012,13mar2013,1579,588,.172539,58,-.5302352,415,272,10842,0.025,0.365,35,12jan2009,11jan2012,1579,353,.1052003,58,-.4580452,257,166,"S812VL","1/21/12","3/16/12",95120,4,"SAN-JOSE-REID_724946",724946,1
"8WZD1Z","CONCORD",58,17120,13820,3300.098,"9","CONCORD",13910,-90,0.031,0.002,18,31oct2011,01apr2013,1871,502,.2740183,58,-.0483167,433,513,15383,0.030,0.253,30,01feb2009,04jul2011,1871,690,.3012098,58,.9281559,520,564,"8WZD1Z","8/2/11","10/14/11",94597,12,"CONCORD_724936",724936,1
"9IC5HT","MARYSVILLE-BEALE-AFB",59,16133,11917,4215.42,"1","MARYSVILLE-BEALE-AFB",12899,-982,0.166,0.038,7,16nov2011,16may2012,2817,810,.7807173,59,-.3486975,1979,2199,11685,0.023,0.816,30,17feb2009,19jul2011,2817,466,.1415071,59,1.578775,364,399,"9IC5HT","8/2/11","10/25/11",95765,11,"MARYSVILLE-BEALE-AFB_724837",724837,1
"SEHDPS1526388264","SANDBERG",59,5444,4560,884.3184,"11b","SANDBERG",3910,649,0.107,0.202,16,10aug2012,12nov2013,1872,687,.1840248,59,.3468247,487,344,4241,0.050,0.373,43,11feb2008,11aug2011,1872,345,.1299497,59,.6423461,270,243,"SEHDPS1526388264","8/24/11","7/27/12",91016,9,"SANDBERG_723830",723830,1
